ShiftId,EmployeeId,SiteId,ShiftType,ShiftStartedAt,ShiftEndedAt,ShiftDurationHours,ExpectedProductiveHours,ActualProductiveHours
SHF-009622,EMP-0102,SIT-0007,Attended,2025-09-05 10:00:00,2025-09-05 18:00:00,8.0,6.08,7.04
SHF-007514,EMP-0333,SIT-0004,Attended,2025-04-06 23:00:00,2025-04-07 02:00:00,3.0,2.61,2.94
SHF-004651,EMP-0443,SIT-0004,Missed,2025-08-06 04:00:00,2025-08-06 09:00:00,5.0,4.5,4.5
SHF-017337,EMP-0412,SIT-0009,Attended,2025-12-07 13:00:00,2025-12-07 19:00:00,6.0,4.199999999999999,5.22
SHF-016660,EMP-0192,SIT-0007,Attended,2025-05-03 21:00:00,2025-05-04 04:00:00,7.0,6.44,5.95
SHF-018808,EMP-0388,SIT-0003,Attended,2025-02-22 11:00:00,2025-02-22 17:00:00,6.0,5.5200000000000005,4.4399999999999995
SHF-001280,EMP-0358,SIT-0005,Missed,2025-10-15 00:00:00,2025-10-15 08:00:00,8.0,5.36,7.84
SHF-015339,EMP-0263,SIT-0006,Attended,2025-12-12 22:00:00,2025-12-13 05:00:00,7.0,5.25,6.3
SHF-004554,EMP-0266,SIT-0008,Unplanned,2025-10-13 20:00:00,2025-10-13 23:00:00,3.0,2.58,2.52
SHF-003484,EMP-0129,SIT-0007,Attended,2025-07-16 04:00:00,2025-07-16 07:00:00,3.0,2.73,2.16
SHF-000141,EMP-0379,SIT-0006,Unplanned,2025-05-14 20:00:00,2025-05-15 01:00:00,5.0,3.0,4.5
SHF-013589,EMP-0138,SIT-0002,Attended,2025-10-01 04:00:00,2025-10-01 09:00:00,5.0,4.25,4.9
SHF-017113,EMP-0326,SIT-0001,Attended,2025-03-04 17:00:00,2025-03-04 21:00:00,4.0,3.72,3.56
SHF-009562,EMP-0359,SIT-0010,Unplanned,2025-01-09 16:00:00,2025-01-10 00:00:00,8.0,5.68,6.96
SHF-000789,EMP-0446,SIT-0002,Attended,2025-11-27 07:00:00,2025-11-27 12:00:00,5.0,3.55,4.0
SHF-012975,EMP-0312,SIT-0009,Attended,2025-07-14 16:00:00,2025-07-14 21:00:00,5.0,4.6000000000000005,3.85
SHF-005450,EMP-0012,SIT-0002,Attended,2025-11-28 16:00:00,2025-11-28 19:00:00,3.0,1.98,2.13
SHF-001958,EMP-0187,SIT-0010,Missed,2025-01-23 19:00:00,2025-01-24 01:00:00,6.0,3.9000000000000004,3.7199999999999998
SHF-010909,EMP-0259,SIT-0007,Attended,2025-03-26 22:00:00,2025-03-27 01:00:00,3.0,2.2800000000000002,2.94
SHF-013624,EMP-0083,SIT-0008,Missed,2025-06-16 15:00:00,2025-06-16 18:00:00,3.0,1.98,3.0
SHF-017945,EMP-0198,SIT-0004,Attended,2025-04-03 19:00:00,2025-04-04 00:00:00,5.0,4.050000000000001,3.05
SHF-000006,EMP-0446,SIT-0008,Attended,2025-05-22 07:00:00,2025-05-22 13:00:00,6.0,4.14,3.9000000000000004
SHF-013969,EMP-0243,SIT-0001,Attended,2025-04-06 22:00:00,2025-04-07 06:00:00,8.0,5.92,8.0
SHF-020000,EMP-0252,SIT-0010,Attended,2025-09-29 17:00:00,2025-09-29 20:00:00,3.0,1.98,2.2800000000000002
SHF-010557,EMP-0400,SIT-0003,Attended,2025-01-15 02:00:00,2025-01-15 08:00:00,6.0,3.66,5.46
SHF-017546,EMP-0182,SIT-0006,Attended,2025-09-29 07:00:00,2025-09-29 15:00:00,8.0,5.12,6.8
SHF-015460,EMP-0281,SIT-0007,Attended,2025-04-13 12:00:00,2025-04-13 19:00:00,7.0,5.32,5.95
SHF-006520,EMP-0445,SIT-0004,Attended,2025-09-11 02:00:00,2025-09-11 10:00:00,8.0,7.52,6.32
SHF-010010,EMP-0465,SIT-0005,Attended,2025-03-20 16:00:00,2025-03-20 22:00:00,6.0,5.22,5.46
SHF-008798,EMP-0373,SIT-0003,Unplanned,2025-09-07 00:00:00,2025-09-07 04:00:00,4.0,2.68,3.04
SHF-001971,EMP-0383,SIT-0007,Unplanned,2025-03-27 11:00:00,2025-03-27 15:00:00,4.0,2.56,2.76
SHF-008492,EMP-0368,SIT-0003,Attended,2025-08-30 01:00:00,2025-08-30 09:00:00,8.0,5.28,7.44
SHF-001334,EMP-0211,SIT-0007,Attended,2025-11-10 19:00:00,2025-11-11 01:00:00,6.0,4.14,5.46
SHF-003993,EMP-0160,SIT-0002,Attended,2025-02-11 02:00:00,2025-02-11 05:00:00,3.0,2.34,2.19
SHF-003026,EMP-0025,SIT-0007,Missed,2025-10-24 08:00:00,2025-10-24 15:00:00,7.0,6.44,4.48
SHF-010573,EMP-0163,SIT-0004,Attended,2025-02-10 03:00:00,2025-02-10 09:00:00,6.0,5.34,4.74
SHF-016411,EMP-0438,SIT-0004,Attended,2025-05-08 19:00:00,2025-05-09 02:00:00,7.0,6.23,4.48
SHF-011791,EMP-0297,SIT-0004,Attended,2025-01-12 02:00:00,2025-01-12 07:00:00,5.0,4.4,3.4499999999999997
SHF-003881,EMP-0300,SIT-0010,Attended,2025-06-28 22:00:00,2025-06-29 06:00:00,8.0,5.44,5.44
SHF-005405,EMP-0151,SIT-0005,Attended,2025-06-13 09:00:00,2025-06-13 14:00:00,5.0,3.75,4.75
SHF-018473,EMP-0240,SIT-0001,Attended,2025-04-24 21:00:00,2025-04-25 02:00:00,5.0,4.0,3.8
SHF-000949,EMP-0397,SIT-0010,Missed,2025-02-05 22:00:00,2025-02-06 06:00:00,8.0,5.12,8.0
SHF-017670,EMP-0416,SIT-0002,Attended,2025-09-19 21:00:00,2025-09-20 05:00:00,8.0,7.28,5.44
SHF-005836,EMP-0464,SIT-0001,Attended,2025-07-29 01:00:00,2025-07-29 05:00:00,4.0,2.4,3.04
SHF-004394,EMP-0153,SIT-0004,Missed,2025-12-04 03:00:00,2025-12-04 10:00:00,7.0,4.97,6.3
SHF-014986,EMP-0114,SIT-0010,Attended,2025-10-10 06:00:00,2025-10-10 14:00:00,8.0,5.12,4.8
SHF-014506,EMP-0413,SIT-0010,Attended,2025-05-24 07:00:00,2025-05-24 15:00:00,8.0,5.52,7.44
SHF-016284,EMP-0347,SIT-0002,Missed,2025-08-14 11:00:00,2025-08-14 18:00:00,7.0,4.69,6.16
SHF-009822,EMP-0375,SIT-0002,Attended,2025-10-20 22:00:00,2025-10-21 01:00:00,3.0,2.46,1.8900000000000001
SHF-004148,EMP-0342,SIT-0004,Attended,2025-08-18 03:00:00,2025-08-18 08:00:00,5.0,3.7,3.75
SHF-015281,EMP-0180,SIT-0010,Attended,2025-03-22 04:00:00,2025-03-22 12:00:00,8.0,5.68,5.6
SHF-010315,EMP-0270,SIT-0005,Attended,2025-01-30 13:00:00,2025-01-30 21:00:00,8.0,6.72,7.28
SHF-015026,EMP-0441,SIT-0009,Missed,2025-06-11 09:00:00,2025-06-11 15:00:00,6.0,4.4399999999999995,4.74
SHF-016469,EMP-0333,SIT-0009,Missed,2025-06-20 17:00:00,2025-06-21 00:00:00,7.0,6.16,6.3
SHF-009805,EMP-0126,SIT-0002,Missed,2025-11-02 01:00:00,2025-11-02 06:00:00,5.0,3.35,3.5999999999999996
SHF-008225,EMP-0140,SIT-0008,Unplanned,2025-07-11 04:00:00,2025-07-11 12:00:00,8.0,7.44,6.56
SHF-019773,EMP-0381,SIT-0005,Attended,2025-05-31 07:00:00,2025-05-31 15:00:00,8.0,5.2,7.28
SHF-002887,EMP-0263,SIT-0008,Missed,2025-10-10 03:00:00,2025-10-10 11:00:00,8.0,7.44,6.32
SHF-014952,EMP-0469,SIT-0007,Attended,2025-11-22 07:00:00,2025-11-22 12:00:00,5.0,3.5999999999999996,4.95
SHF-011799,EMP-0466,SIT-0007,Missed,2025-02-10 21:00:00,2025-02-11 04:00:00,7.0,5.6000000000000005,4.62
SHF-006080,EMP-0047,SIT-0004,Missed,2025-01-24 16:00:00,2025-01-24 22:00:00,6.0,4.32,5.76
SHF-005411,EMP-0401,SIT-0010,Attended,2025-05-16 00:00:00,2025-05-16 05:00:00,5.0,3.85,3.4000000000000004
SHF-007586,EMP-0462,SIT-0010,Attended,2025-10-28 00:00:00,2025-10-28 06:00:00,6.0,4.38,5.88
SHF-000374,EMP-0124,SIT-0003,Missed,2025-07-19 00:00:00,2025-07-19 04:00:00,4.0,3.72,4.0
SHF-000274,EMP-0102,SIT-0004,Attended,2025-02-03 21:00:00,2025-02-04 03:00:00,6.0,4.08,5.64
SHF-011042,EMP-0377,SIT-0006,Attended,2025-03-19 03:00:00,2025-03-19 09:00:00,6.0,5.34,4.74
SHF-019378,EMP-0391,SIT-0008,Unplanned,2025-09-23 07:00:00,2025-09-23 11:00:00,4.0,2.72,3.52
SHF-012949,EMP-0294,SIT-0005,Unplanned,2025-07-06 05:00:00,2025-07-06 09:00:00,4.0,3.52,2.44
SHF-008663,EMP-0460,SIT-0010,Missed,2025-09-16 07:00:00,2025-09-16 15:00:00,8.0,6.48,7.84
SHF-007633,EMP-0173,SIT-0003,Attended,2025-01-09 10:00:00,2025-01-09 17:00:00,7.0,6.58,5.46
SHF-008717,EMP-0371,SIT-0004,Unplanned,2025-11-20 19:00:00,2025-11-21 02:00:00,7.0,5.32,6.72
SHF-007806,EMP-0271,SIT-0008,Attended,2025-05-26 14:00:00,2025-05-26 20:00:00,6.0,3.66,3.96
SHF-016228,EMP-0084,SIT-0006,Attended,2025-10-20 17:00:00,2025-10-21 01:00:00,8.0,6.88,7.92
SHF-000521,EMP-0280,SIT-0006,Unplanned,2025-04-06 16:00:00,2025-04-06 21:00:00,5.0,4.050000000000001,4.35
SHF-017433,EMP-0127,SIT-0006,Attended,2025-08-11 11:00:00,2025-08-11 14:00:00,3.0,1.83,1.92
SHF-018135,EMP-0074,SIT-0002,Attended,2025-12-06 01:00:00,2025-12-06 09:00:00,8.0,7.44,6.64
SHF-001194,EMP-0407,SIT-0001,Attended,2025-01-18 08:00:00,2025-01-18 13:00:00,5.0,3.5999999999999996,4.65
SHF-007067,EMP-0395,SIT-0003,Attended,2025-07-11 23:00:00,2025-07-12 06:00:00,7.0,4.34,6.79
SHF-003736,EMP-0077,SIT-0001,Attended,2025-07-25 18:00:00,2025-07-25 22:00:00,4.0,2.4,3.64
SHF-007794,EMP-0329,SIT-0005,Attended,2025-02-16 17:00:00,2025-02-16 23:00:00,6.0,4.74,4.62
SHF-019480,EMP-0042,SIT-0008,Attended,2025-01-19 21:00:00,2025-01-20 04:00:00,7.0,4.41,4.41
SHF-019500,EMP-0002,SIT-0001,Attended,2025-01-18 14:00:00,2025-01-18 18:00:00,4.0,2.92,4.0
SHF-016420,EMP-0231,SIT-0002,Attended,2025-01-05 14:00:00,2025-01-05 22:00:00,8.0,6.56,6.08
SHF-012552,EMP-0296,SIT-0008,Attended,2025-07-23 02:00:00,2025-07-23 05:00:00,3.0,2.4899999999999998,2.94
SHF-008962,EMP-0375,SIT-0010,Missed,2025-08-08 03:00:00,2025-08-08 08:00:00,5.0,4.2,4.75
SHF-015385,EMP-0204,SIT-0009,Attended,2025-09-26 03:00:00,2025-09-26 11:00:00,8.0,6.24,6.24
SHF-019419,EMP-0439,SIT-0009,Missed,2025-06-04 01:00:00,2025-06-04 04:00:00,3.0,2.43,1.8900000000000001
SHF-013475,EMP-0280,SIT-0003,Attended,2025-11-28 10:00:00,2025-11-28 16:00:00,6.0,4.08,5.9399999999999995
SHF-000405,EMP-0267,SIT-0005,Missed,2025-06-09 09:00:00,2025-06-09 12:00:00,3.0,2.25,2.25
SHF-011592,EMP-0238,SIT-0005,Attended,2025-05-29 10:00:00,2025-05-29 18:00:00,8.0,4.96,5.44
SHF-007628,EMP-0492,SIT-0006,Attended,2025-11-07 16:00:00,2025-11-07 22:00:00,6.0,5.22,5.28
SHF-017879,EMP-0029,SIT-0005,Attended,2025-06-17 18:00:00,2025-06-17 21:00:00,3.0,1.7999999999999998,2.16
SHF-004883,EMP-0125,SIT-0010,Missed,2025-08-17 09:00:00,2025-08-17 17:00:00,8.0,6.08,5.52
SHF-006509,EMP-0479,SIT-0002,Missed,2025-06-21 17:00:00,2025-06-21 20:00:00,3.0,2.67,1.83
SHF-011829,EMP-0325,SIT-0004,Attended,2025-04-05 11:00:00,2025-04-05 18:00:00,7.0,5.109999999999999,5.46
SHF-009462,EMP-0074,SIT-0005,Attended,2025-04-16 21:00:00,2025-04-17 04:00:00,7.0,6.37,4.83
SHF-002889,EMP-0159,SIT-0006,Unplanned,2025-12-09 16:00:00,2025-12-09 20:00:00,4.0,3.4,2.68
SHF-002313,EMP-0149,SIT-0007,Attended,2025-10-03 09:00:00,2025-10-03 14:00:00,5.0,4.3,4.85
SHF-011725,EMP-0073,SIT-0003,Attended,2025-03-20 14:00:00,2025-03-20 18:00:00,4.0,3.8,3.72
SHF-011331,EMP-0131,SIT-0001,Attended,2025-10-17 14:00:00,2025-10-17 22:00:00,8.0,5.68,5.12
SHF-016044,EMP-0179,SIT-0007,Attended,2025-06-18 02:00:00,2025-06-18 05:00:00,3.0,1.92,2.13
SHF-015856,EMP-0332,SIT-0008,Attended,2025-05-09 18:00:00,2025-05-10 01:00:00,7.0,6.3,6.6499999999999995
SHF-016789,EMP-0496,SIT-0004,Attended,2025-08-18 03:00:00,2025-08-18 09:00:00,6.0,4.5,4.08
SHF-005956,EMP-0290,SIT-0008,Missed,2025-07-17 12:00:00,2025-07-17 18:00:00,6.0,4.9799999999999995,4.26
SHF-013652,EMP-0500,SIT-0010,Attended,2025-01-02 10:00:00,2025-01-02 18:00:00,8.0,6.4,7.36
SHF-014204,EMP-0341,SIT-0005,Attended,2025-10-23 06:00:00,2025-10-23 09:00:00,3.0,1.8599999999999999,2.4899999999999998
SHF-002388,EMP-0308,SIT-0005,Attended,2025-09-20 06:00:00,2025-09-20 10:00:00,4.0,3.04,2.68
SHF-006313,EMP-0439,SIT-0007,Unplanned,2025-03-07 21:00:00,2025-03-08 05:00:00,8.0,7.44,5.76
SHF-009854,EMP-0010,SIT-0003,Attended,2025-11-13 20:00:00,2025-11-14 04:00:00,8.0,6.24,7.12
SHF-010390,EMP-0310,SIT-0008,Unplanned,2025-11-10 20:00:00,2025-11-11 00:00:00,4.0,3.16,3.92
SHF-014430,EMP-0361,SIT-0005,Attended,2025-11-08 08:00:00,2025-11-08 13:00:00,5.0,4.55,4.75
SHF-000525,EMP-0004,SIT-0003,Unplanned,2025-11-09 23:00:00,2025-11-10 03:00:00,4.0,2.56,3.52
SHF-014815,EMP-0174,SIT-0008,Attended,2025-09-14 20:00:00,2025-09-15 01:00:00,5.0,4.75,3.35
SHF-017686,EMP-0119,SIT-0008,Attended,2025-11-18 01:00:00,2025-11-18 07:00:00,6.0,3.7800000000000002,5.04
SHF-016765,EMP-0320,SIT-0001,Attended,2025-01-08 12:00:00,2025-01-08 18:00:00,6.0,5.58,4.4399999999999995
SHF-012447,EMP-0091,SIT-0009,Attended,2025-02-06 01:00:00,2025-02-06 08:00:00,7.0,6.09,5.32
SHF-006893,EMP-0128,SIT-0005,Attended,2025-04-13 18:00:00,2025-04-14 01:00:00,7.0,4.69,6.23
SHF-009768,EMP-0139,SIT-0002,Attended,2025-05-25 15:00:00,2025-05-25 18:00:00,3.0,2.64,2.73
SHF-003260,EMP-0183,SIT-0009,Attended,2025-10-21 18:00:00,2025-10-21 22:00:00,4.0,3.0,3.28
SHF-009779,EMP-0092,SIT-0004,Missed,2025-03-21 06:00:00,2025-03-21 09:00:00,3.0,1.83,2.61
SHF-011293,EMP-0084,SIT-0006,Attended,2025-10-20 10:00:00,2025-10-20 15:00:00,5.0,3.35,3.0
SHF-011188,EMP-0231,SIT-0004,Unplanned,2025-01-23 10:00:00,2025-01-23 16:00:00,6.0,4.62,5.5200000000000005
SHF-009111,EMP-0455,SIT-0003,Attended,2025-01-03 01:00:00,2025-01-03 09:00:00,8.0,6.8,7.76
SHF-004913,EMP-0133,SIT-0010,Missed,2025-05-18 16:00:00,2025-05-18 20:00:00,4.0,3.24,3.32
SHF-015141,EMP-0219,SIT-0004,Attended,2025-10-10 17:00:00,2025-10-10 23:00:00,6.0,4.32,3.9000000000000004
SHF-005002,EMP-0121,SIT-0003,Unplanned,2025-03-22 19:00:00,2025-03-23 01:00:00,6.0,5.4,3.84
SHF-002306,EMP-0479,SIT-0004,Attended,2025-10-01 22:00:00,2025-10-02 05:00:00,7.0,4.34,5.25
SHF-015329,EMP-0300,SIT-0004,Attended,2025-02-12 09:00:00,2025-02-12 12:00:00,3.0,2.64,2.07
SHF-002850,EMP-0081,SIT-0007,Missed,2025-11-22 16:00:00,2025-11-22 22:00:00,6.0,4.5,4.92
SHF-013837,EMP-0212,SIT-0006,Missed,2025-01-15 20:00:00,2025-01-16 02:00:00,6.0,4.4399999999999995,4.4399999999999995
SHF-013406,EMP-0052,SIT-0007,Attended,2025-10-16 01:00:00,2025-10-16 07:00:00,6.0,4.199999999999999,5.4
SHF-000577,EMP-0423,SIT-0005,Missed,2025-06-15 12:00:00,2025-06-15 16:00:00,4.0,3.48,2.64
SHF-007379,EMP-0438,SIT-0010,Attended,2025-04-05 06:00:00,2025-04-05 09:00:00,3.0,2.8499999999999996,2.8499999999999996
SHF-004447,EMP-0427,SIT-0004,Attended,2025-05-13 09:00:00,2025-05-13 16:00:00,7.0,5.81,5.109999999999999
SHF-016440,EMP-0298,SIT-0008,Attended,2025-01-22 19:00:00,2025-01-22 23:00:00,4.0,2.6,2.4
SHF-019290,EMP-0282,SIT-0009,Attended,2025-11-01 03:00:00,2025-11-01 08:00:00,5.0,3.5999999999999996,4.45
SHF-006099,EMP-0403,SIT-0010,Attended,2025-11-27 23:00:00,2025-11-28 07:00:00,8.0,5.76,7.36
SHF-009643,EMP-0238,SIT-0006,Attended,2025-11-17 20:00:00,2025-11-18 04:00:00,8.0,5.52,5.28
SHF-007692,EMP-0211,SIT-0007,Attended,2025-09-24 23:00:00,2025-09-25 03:00:00,4.0,3.12,3.24
SHF-013579,EMP-0067,SIT-0009,Attended,2025-04-01 18:00:00,2025-04-01 23:00:00,5.0,4.65,4.1499999999999995
SHF-012366,EMP-0271,SIT-0007,Attended,2025-06-16 01:00:00,2025-06-16 09:00:00,8.0,7.44,5.92
SHF-015193,EMP-0287,SIT-0006,Attended,2025-09-15 05:00:00,2025-09-15 11:00:00,6.0,3.84,3.9000000000000004
SHF-019041,EMP-0227,SIT-0009,Missed,2025-06-27 20:00:00,2025-06-28 04:00:00,8.0,5.2,7.52
SHF-002353,EMP-0279,SIT-0008,Attended,2025-08-06 21:00:00,2025-08-07 01:00:00,4.0,2.76,3.08
SHF-015938,EMP-0464,SIT-0001,Attended,2025-06-18 21:00:00,2025-06-19 00:00:00,3.0,1.83,2.19
SHF-006362,EMP-0330,SIT-0008,Attended,2025-02-27 10:00:00,2025-02-27 15:00:00,5.0,4.2,4.95
SHF-014129,EMP-0252,SIT-0010,Unplanned,2025-12-30 00:00:00,2025-12-30 03:00:00,3.0,2.04,2.0999999999999996
SHF-006420,EMP-0079,SIT-0004,Attended,2025-12-09 04:00:00,2025-12-09 10:00:00,6.0,5.64,5.64
SHF-012279,EMP-0148,SIT-0008,Attended,2025-12-16 08:00:00,2025-12-16 15:00:00,7.0,4.34,4.41
SHF-000145,EMP-0354,SIT-0002,Attended,2025-10-31 17:00:00,2025-10-31 23:00:00,6.0,5.22,4.68
SHF-018890,EMP-0011,SIT-0010,Attended,2025-07-05 14:00:00,2025-07-05 17:00:00,3.0,2.79,2.2199999999999998
SHF-007200,EMP-0043,SIT-0003,Attended,2025-02-24 11:00:00,2025-02-24 18:00:00,7.0,5.46,6.23
SHF-019733,EMP-0370,SIT-0006,Attended,2025-10-17 19:00:00,2025-10-17 22:00:00,3.0,2.34,2.58
SHF-011897,EMP-0083,SIT-0010,Unplanned,2025-11-17 01:00:00,2025-11-17 06:00:00,5.0,3.9000000000000004,4.1499999999999995
SHF-015293,EMP-0044,SIT-0003,Attended,2025-03-14 08:00:00,2025-03-14 12:00:00,4.0,2.4,2.64
SHF-019515,EMP-0430,SIT-0007,Attended,2025-11-17 13:00:00,2025-11-17 17:00:00,4.0,3.12,3.48
SHF-014501,EMP-0098,SIT-0004,Attended,2025-11-15 15:00:00,2025-11-15 23:00:00,8.0,6.72,6.72
SHF-017621,EMP-0215,SIT-0005,Attended,2025-02-28 02:00:00,2025-02-28 07:00:00,5.0,4.6000000000000005,4.1
SHF-000121,EMP-0389,SIT-0006,Attended,2025-02-09 12:00:00,2025-02-09 18:00:00,6.0,5.16,5.5200000000000005
SHF-005547,EMP-0418,SIT-0004,Attended,2025-02-05 19:00:00,2025-02-06 02:00:00,7.0,5.46,4.27
SHF-000794,EMP-0102,SIT-0002,Attended,2025-08-06 20:00:00,2025-08-07 01:00:00,5.0,4.35,4.2
SHF-011230,EMP-0132,SIT-0002,Missed,2025-02-18 00:00:00,2025-02-18 04:00:00,4.0,3.04,2.88
SHF-012553,EMP-0065,SIT-0007,Attended,2025-06-19 04:00:00,2025-06-19 08:00:00,4.0,3.72,2.96
SHF-005144,EMP-0076,SIT-0005,Attended,2025-09-30 02:00:00,2025-09-30 05:00:00,3.0,1.8599999999999999,2.82
SHF-011450,EMP-0176,SIT-0010,Attended,2025-07-10 00:00:00,2025-07-10 04:00:00,4.0,3.32,2.96
SHF-005048,EMP-0036,SIT-0007,Attended,2025-01-30 14:00:00,2025-01-30 20:00:00,6.0,4.08,5.699999999999999
SHF-001147,EMP-0441,SIT-0010,Attended,2025-07-07 13:00:00,2025-07-07 19:00:00,6.0,5.46,5.22
SHF-001152,EMP-0167,SIT-0001,Attended,2025-10-07 07:00:00,2025-10-07 14:00:00,7.0,5.6000000000000005,4.27
SHF-013024,EMP-0391,SIT-0005,Attended,2025-01-26 20:00:00,2025-01-26 23:00:00,3.0,2.52,2.79
SHF-012131,EMP-0001,SIT-0001,Attended,2025-03-13 09:00:00,2025-03-13 17:00:00,8.0,6.72,7.44
SHF-015915,EMP-0053,SIT-0005,Attended,2025-10-14 02:00:00,2025-10-14 08:00:00,6.0,3.96,3.66
SHF-003844,EMP-0003,SIT-0002,Attended,2025-11-13 01:00:00,2025-11-13 06:00:00,5.0,3.9000000000000004,3.7
SHF-004497,EMP-0027,SIT-0010,Unplanned,2025-12-12 18:00:00,2025-12-13 00:00:00,6.0,3.84,5.04
SHF-012412,EMP-0500,SIT-0008,Attended,2025-06-18 02:00:00,2025-06-18 10:00:00,8.0,7.52,7.84
SHF-005764,EMP-0246,SIT-0002,Attended,2025-11-23 15:00:00,2025-11-23 23:00:00,8.0,5.52,6.8
SHF-015219,EMP-0104,SIT-0002,Attended,2025-08-14 08:00:00,2025-08-14 13:00:00,5.0,4.699999999999999,3.3000000000000003
SHF-011239,EMP-0116,SIT-0006,Attended,2025-06-03 00:00:00,2025-06-03 03:00:00,3.0,2.37,1.9500000000000002
SHF-009608,EMP-0218,SIT-0002,Attended,2025-10-12 03:00:00,2025-10-12 11:00:00,8.0,5.44,7.04
SHF-014945,EMP-0492,SIT-0007,Attended,2025-04-26 02:00:00,2025-04-26 09:00:00,7.0,4.8999999999999995,6.58
SHF-019485,EMP-0281,SIT-0003,Attended,2025-03-19 16:00:00,2025-03-20 00:00:00,8.0,7.04,4.96
SHF-004590,EMP-0086,SIT-0001,Unplanned,2025-02-01 18:00:00,2025-02-01 21:00:00,3.0,2.37,2.91
SHF-012642,EMP-0096,SIT-0010,Attended,2025-07-29 10:00:00,2025-07-29 13:00:00,3.0,2.82,2.55
SHF-000099,EMP-0041,SIT-0005,Attended,2025-08-12 13:00:00,2025-08-12 18:00:00,5.0,3.85,3.9000000000000004
SHF-010690,EMP-0455,SIT-0010,Attended,2025-07-01 05:00:00,2025-07-01 08:00:00,3.0,2.7,2.58
SHF-019344,EMP-0209,SIT-0009,Attended,2025-06-21 16:00:00,2025-06-21 22:00:00,6.0,4.08,4.38
SHF-007897,EMP-0203,SIT-0001,Unplanned,2025-08-08 01:00:00,2025-08-08 08:00:00,7.0,5.6000000000000005,5.739999999999999
SHF-003309,EMP-0195,SIT-0008,Unplanned,2025-10-21 16:00:00,2025-10-22 00:00:00,8.0,6.16,6.16
SHF-016823,EMP-0206,SIT-0008,Missed,2025-09-12 14:00:00,2025-09-12 21:00:00,7.0,6.02,5.67
SHF-015876,EMP-0456,SIT-0003,Attended,2025-09-10 12:00:00,2025-09-10 20:00:00,8.0,5.12,6.56
SHF-015491,EMP-0157,SIT-0001,Attended,2025-05-15 17:00:00,2025-05-15 21:00:00,4.0,3.76,3.56
SHF-008391,EMP-0192,SIT-0009,Attended,2025-06-19 22:00:00,2025-06-20 01:00:00,3.0,2.52,2.4000000000000004
SHF-011095,EMP-0053,SIT-0001,Attended,2025-02-04 00:00:00,2025-02-04 08:00:00,8.0,5.44,6.48
SHF-018439,EMP-0056,SIT-0004,Unplanned,2025-01-02 20:00:00,2025-01-03 03:00:00,7.0,6.16,4.97
SHF-017933,EMP-0436,SIT-0007,Attended,2025-02-19 03:00:00,2025-02-19 09:00:00,6.0,4.4399999999999995,4.92
SHF-002858,EMP-0149,SIT-0002,Attended,2025-08-18 16:00:00,2025-08-18 23:00:00,7.0,6.6499999999999995,4.48
SHF-018050,EMP-0391,SIT-0004,Attended,2025-06-27 03:00:00,2025-06-27 06:00:00,3.0,2.25,2.88
SHF-013251,EMP-0457,SIT-0004,Attended,2025-08-30 01:00:00,2025-08-30 08:00:00,7.0,6.37,5.32
SHF-009145,EMP-0206,SIT-0003,Attended,2025-10-07 14:00:00,2025-10-07 20:00:00,6.0,5.699999999999999,4.5600000000000005
SHF-008138,EMP-0019,SIT-0005,Unplanned,2025-03-05 21:00:00,2025-03-06 00:00:00,3.0,2.16,2.67
SHF-018348,EMP-0039,SIT-0002,Attended,2025-05-25 04:00:00,2025-05-25 10:00:00,6.0,3.84,4.4399999999999995
SHF-010335,EMP-0008,SIT-0004,Attended,2025-11-08 06:00:00,2025-11-08 14:00:00,8.0,7.36,5.28
SHF-016933,EMP-0294,SIT-0008,Attended,2025-05-17 13:00:00,2025-05-17 19:00:00,6.0,5.28,3.5999999999999996
SHF-015669,EMP-0135,SIT-0005,Attended,2025-10-10 21:00:00,2025-10-11 01:00:00,4.0,3.64,3.0
SHF-008636,EMP-0414,SIT-0009,Missed,2025-01-05 04:00:00,2025-01-05 09:00:00,5.0,4.050000000000001,4.35
SHF-019755,EMP-0341,SIT-0003,Attended,2025-08-16 05:00:00,2025-08-16 12:00:00,7.0,4.41,4.34
SHF-012191,EMP-0012,SIT-0004,Attended,2025-12-19 21:00:00,2025-12-20 05:00:00,8.0,7.2,5.68
SHF-010199,EMP-0452,SIT-0008,Attended,2025-01-21 01:00:00,2025-01-21 08:00:00,7.0,6.37,6.93
SHF-014629,EMP-0456,SIT-0007,Attended,2025-08-01 08:00:00,2025-08-01 15:00:00,7.0,4.8999999999999995,4.62
SHF-003663,EMP-0007,SIT-0009,Attended,2025-12-31 13:00:00,2025-12-31 19:00:00,6.0,3.66,4.26
SHF-010905,EMP-0166,SIT-0003,Attended,2025-09-30 00:00:00,2025-09-30 03:00:00,3.0,1.83,2.46
SHF-005129,EMP-0234,SIT-0004,Attended,2025-06-14 10:00:00,2025-06-14 17:00:00,7.0,5.95,4.55
SHF-018848,EMP-0267,SIT-0002,Attended,2025-05-01 17:00:00,2025-05-01 23:00:00,6.0,4.62,3.5999999999999996
SHF-010611,EMP-0355,SIT-0003,Attended,2025-01-08 11:00:00,2025-01-08 14:00:00,3.0,1.83,2.37
SHF-017988,EMP-0279,SIT-0001,Missed,2025-08-21 20:00:00,2025-08-22 00:00:00,4.0,3.04,3.96
SHF-005674,EMP-0204,SIT-0009,Missed,2025-02-11 18:00:00,2025-02-12 02:00:00,8.0,6.16,6.16
