InvoiceId,InvoiceDate,DueDate,PaymentTerms,PaymentDate,PaymentStatus,ClientId,OreType,OreGrade,QuantityTonnes,UnitPrice,InvoiceAmount,CurrencyCode
INV-009535,2025-08-23,2025-09-22,30D,2025-09-18,Paid,CLI-0002,Coal,Low,661,92,60812,GBP
INV-009254,2025-03-30,2025-05-14,45D,,Overdue,CLI-0014,Gold,Low,691,87,60117,USD
INV-018120,2025-04-14,2025-05-14,30D,2025-04-27,Paid,CLI-0002,Iron,High,537,51,27387,EUR
INV-016807,2025-03-15,2025-04-29,45D,,Unpaid,CLI-0002,Coal,High,639,75,47925,CAD
INV-003515,2025-04-20,2025-05-20,30D,,Overdue,CLI-0001,Gold,High,53,90,4770,CAD
INV-001752,2025-08-06,2025-09-20,45D,,Unpaid,CLI-0002,Coal,Low,800,66,52800,CAD
INV-004578,2025-06-22,2025-07-22,30D,2025-08-11,Paid,CLI-0003,Copper,High,825,82,67650,EUR
INV-000753,2025-05-01,2025-06-15,45D,2025-05-16,Paid,CLI-0002,Iron,Medium,366,62,22692,USD
INV-000594,2025-03-29,2025-05-13,45D,2025-05-17,Paid,CLI-0002,Iron,High,460,62,28520,AUD
INV-013708,2025-06-05,2025-07-05,30D,,Overdue,CLI-0003,Coal,Medium,668,63,42084,AUD
INV-015518,2025-03-27,2025-05-11,45D,,Unpaid,CLI-0020,Coal,Low,135,82,11070,EUR
INV-004885,2025-06-24,2025-07-24,30D,,Overdue,CLI-0004,Coal,High,637,62,39494,USD
INV-004230,2025-08-03,2025-09-02,30D,2025-08-24,Paid,CLI-0004,Iron,Low,795,98,77910,EUR
INV-009183,2025-03-28,2025-05-12,45D,,Overdue,CLI-0001,Copper,Low,943,51,48093,CAD
INV-006805,2025-07-13,2025-08-12,30D,,Overdue,CLI-0012,Silver,Low,951,52,49452,GBP
INV-013715,2025-05-10,2025-06-24,45D,,Overdue,CLI-0002,Gold,High,669,97,64893,GBP
INV-018304,2025-08-03,2025-09-17,45D,,Overdue,CLI-0004,Coal,Low,559,95,53105,GBP
INV-018127,2025-03-05,2025-04-19,45D,,Unpaid,CLI-0005,Coal,High,788,74,58312,USD
INV-002418,2025-10-04,2025-11-18,45D,,Overdue,CLI-0004,Coal,Medium,339,55,18645,EUR
INV-004547,2025-09-26,2025-10-26,30D,,Overdue,CLI-0003,Gold,Medium,304,62,18848,EUR
INV-011152,2025-07-06,2025-08-05,30D,,Unpaid,CLI-0001,Silver,Low,367,89,32663,USD
INV-011688,2025-04-27,2025-05-27,30D,,Overdue,CLI-0010,Coal,Low,212,51,10812,EUR
INV-000772,2025-05-25,2025-06-24,30D,,Overdue,CLI-0003,Iron,Medium,117,61,7137,CAD
INV-002192,2025-08-21,2025-09-20,30D,2025-08-29,Paid,CLI-0002,Coal,Low,755,52,39260,CAD
INV-015468,2025-03-16,2025-04-30,45D,,Unpaid,CLI-0001,Coal,Low,585,59,34515,USD
INV-003981,2025-05-10,2025-06-24,45D,2025-05-14,Paid,CLI-0002,Coal,High,175,59,10325,CAD
INV-017160,2025-07-20,2025-08-19,30D,,Unpaid,CLI-0002,Iron,Medium,548,66,36168,EUR
INV-008786,2025-07-12,2025-08-11,30D,2025-07-25,Paid,CLI-0010,Iron,Medium,633,77,48741,AUD
INV-002786,2025-04-26,2025-05-26,30D,2025-05-15,Paid,CLI-0003,Coal,Medium,740,64,47360,GBP
INV-001469,2025-02-09,2025-03-11,30D,,Overdue,CLI-0005,Coal,High,884,62,54808,GBP
INV-005020,2025-04-22,2025-05-22,30D,,Unpaid,CLI-0010,Coal,High,200,73,14600,GBP
INV-007338,2025-04-10,2025-05-10,30D,2025-05-14,Paid,CLI-0004,Iron,Low,979,57,55803,CAD
INV-010161,2025-05-31,2025-06-30,30D,2025-06-18,Paid,CLI-0003,Gold,High,237,64,15168,GBP
INV-014926,2025-05-31,2025-06-30,30D,,Overdue,CLI-0003,Coal,Medium,573,76,43548,CAD
INV-015933,2025-01-10,2025-02-24,45D,2025-01-13,Paid,CLI-0007,Coal,Low,867,93,80631,USD
INV-004174,2025-09-22,2025-11-06,45D,,Overdue,CLI-0004,Coal,Low,742,52,38584,AUD
INV-008862,2025-09-11,2025-10-26,45D,,Overdue,CLI-0002,Coal,Medium,580,83,48140,USD
INV-006407,2025-10-17,2025-11-16,30D,,Overdue,CLI-0010,Coal,Medium,475,78,37050,AUD
INV-016739,2025-04-13,2025-05-28,45D,,Unpaid,CLI-0002,Iron,High,169,57,9633,USD
INV-000728,2025-07-11,2025-08-25,45D,2025-08-21,Paid,CLI-0001,Silver,Low,444,95,42180,AUD
INV-014330,2025-05-01,2025-05-31,30D,,Overdue,CLI-0002,Coal,Low,563,59,33217,AUD
INV-007579,2025-10-11,2025-11-10,30D,,Unpaid,CLI-0003,Iron,Medium,607,68,41276,EUR
INV-014636,2025-02-26,2025-03-28,30D,,Unpaid,CLI-0020,Iron,Low,380,68,25840,USD
INV-015916,2025-10-21,2025-12-05,45D,,Unpaid,CLI-0003,Manganese,Low,31,91,2821,USD
INV-018984,2025-10-15,2025-11-14,30D,,Unpaid,CLI-0002,Coal,Medium,187,87,16269,GBP
INV-019819,2025-01-02,2025-02-16,45D,,Overdue,CLI-0016,Coal,Low,554,82,45428,USD
INV-006984,2025-09-11,2025-10-11,30D,2025-10-29,Paid,CLI-0016,Coal,Medium,68,50,3400,GBP
INV-007479,2025-04-20,2025-06-04,45D,2025-04-30,Paid,CLI-0015,Coal,High,123,60,7380,CAD
INV-015252,2025-01-13,2025-02-27,45D,,Overdue,CLI-0003,Coal,Medium,499,85,42415,USD
INV-006499,2025-02-04,2025-03-21,45D,,Overdue,CLI-0002,Iron,Medium,856,80,68480,USD
INV-016322,2025-04-07,2025-05-22,45D,,Unpaid,CLI-0004,Coal,Low,634,79,50086,EUR
INV-000899,2025-05-07,2025-06-06,30D,2025-05-23,Paid,CLI-0007,Nickel,High,920,75,69000,EUR
INV-018878,2025-09-23,2025-11-07,45D,,Unpaid,CLI-0004,Iron,High,383,69,26427,USD
INV-005178,2025-01-22,2025-02-21,30D,,Unpaid,CLI-0003,Gold,Medium,256,73,18688,EUR
INV-000812,2025-04-06,2025-05-21,45D,,Overdue,CLI-0005,Iron,High,128,85,10880,GBP
INV-010631,2025-05-30,2025-07-14,45D,,Overdue,CLI-0001,Iron,Low,568,64,36352,CAD
INV-000551,2025-06-20,2025-07-20,30D,,Overdue,CLI-0004,Manganese,Medium,717,87,62379,EUR
INV-017303,2025-09-13,2025-10-28,45D,2025-10-19,Paid,CLI-0002,Gold,High,41,63,2583,USD
INV-001618,2025-07-09,2025-08-08,30D,,Overdue,CLI-0016,Coal,Low,602,59,35518,AUD
INV-019789,2025-03-13,2025-04-12,30D,2025-04-05,Paid,CLI-0002,Coal,High,70,53,3710,EUR
INV-000077,2025-06-11,2025-07-26,45D,,Unpaid,CLI-0001,Gold,Low,920,57,52440,GBP
INV-017606,2025-06-04,2025-07-04,30D,,Overdue,CLI-0004,Iron,High,29,88,2552,AUD
INV-016655,2025-02-20,2025-04-06,45D,2025-04-07,Paid,CLI-0004,Coal,Medium,978,61,59658,USD
INV-010312,2025-04-17,2025-05-17,30D,,Unpaid,CLI-0003,Silver,Low,864,81,69984,CAD
INV-002092,2025-01-25,2025-02-24,30D,2025-02-09,Paid,CLI-0016,Gold,Low,161,50,8050,CAD
INV-019935,2025-05-07,2025-06-06,30D,,Unpaid,CLI-0008,Iron,High,868,54,46872,USD
INV-004462,2025-02-15,2025-03-17,30D,,Unpaid,CLI-0001,Coal,Low,201,77,15477,USD
INV-018564,2025-08-25,2025-09-24,30D,,Overdue,CLI-0002,Iron,Low,602,79,47558,USD
INV-006974,2025-08-29,2025-09-28,30D,,Unpaid,CLI-0007,Manganese,High,659,54,35586,EUR
INV-018794,2025-07-07,2025-08-06,30D,2025-07-17,Paid,CLI-0002,Coal,Low,236,95,22420,GBP
INV-001202,2025-05-08,2025-06-07,30D,,Unpaid,CLI-0002,Coal,High,35,85,2975,EUR
INV-007213,2025-10-12,2025-11-26,45D,2025-10-31,Paid,CLI-0004,Silver,Low,122,84,10248,CAD
INV-018278,2025-09-28,2025-10-28,30D,,Unpaid,CLI-0001,Coal,Medium,997,75,74775,AUD
INV-006516,2025-04-02,2025-05-17,45D,,Overdue,CLI-0003,Coal,Medium,147,68,9996,CAD
INV-005466,2025-07-12,2025-08-11,30D,,Unpaid,CLI-0001,Coal,Low,335,85,28475,AUD
INV-018482,2025-04-19,2025-06-03,45D,,Overdue,CLI-0001,Coal,High,792,51,40392,CAD
INV-019507,2025-08-19,2025-09-18,30D,,Unpaid,CLI-0003,Coal,High,953,57,54321,CAD
INV-013787,2025-10-13,2025-11-27,45D,,Overdue,CLI-0003,Iron,Low,331,92,30452,CAD
INV-002959,2025-04-14,2025-05-14,30D,2025-05-19,Paid,CLI-0004,Coal,Low,131,76,9956,CAD
INV-000157,2025-10-27,2025-11-26,30D,,Overdue,CLI-0020,Iron,Medium,183,58,10614,EUR
INV-019680,2025-09-02,2025-10-17,45D,,Unpaid,CLI-0003,Coal,Low,744,83,61752,EUR
INV-018795,2025-07-07,2025-08-21,45D,,Unpaid,CLI-0002,Coal,Low,953,99,94347,GBP
INV-006000,2025-10-27,2025-12-11,45D,2025-12-03,Paid,CLI-0004,Coal,High,137,84,11508,CAD
INV-017851,2025-03-04,2025-04-03,30D,,Overdue,CLI-0002,Coal,Medium,846,90,76140,USD
INV-006195,2025-01-19,2025-02-18,30D,,Overdue,CLI-0003,Coal,High,446,86,38356,AUD
INV-018037,2025-06-25,2025-07-25,30D,,Overdue,CLI-0004,Coal,Medium,586,92,53912,AUD
INV-007706,2025-08-14,2025-09-13,30D,,Overdue,CLI-0003,Coal,Low,25,50,1250,EUR
INV-007129,2025-09-27,2025-10-27,30D,,Overdue,CLI-0003,Gold,High,100,59,5900,AUD
INV-001044,2025-05-22,2025-06-21,30D,,Overdue,CLI-0003,Coal,Low,563,85,47855,USD
INV-014722,2025-04-27,2025-06-11,45D,,Overdue,CLI-0004,Coal,High,650,59,38350,GBP
INV-006597,2025-09-21,2025-10-21,30D,2025-10-26,Paid,CLI-0001,Coal,High,622,96,59712,USD
INV-014513,2025-08-11,2025-09-25,45D,,Overdue,CLI-0003,Coal,High,497,59,29323,EUR
INV-005461,2025-04-22,2025-05-22,30D,,Unpaid,CLI-0008,Coal,Medium,200,88,17600,EUR
INV-003572,2025-09-23,2025-11-07,45D,,Overdue,CLI-0003,Coal,Medium,149,65,9685,CAD
INV-003052,2025-07-07,2025-08-21,45D,2025-08-20,Paid,CLI-0008,Coal,High,864,84,72576,EUR
INV-009604,2025-02-25,2025-04-11,45D,,Overdue,CLI-0013,Copper,Medium,381,83,31623,GBP
INV-017194,2025-08-10,2025-09-09,30D,,Unpaid,CLI-0002,Coal,Medium,481,82,39442,EUR
INV-017563,2025-04-23,2025-06-07,45D,2025-04-27,Paid,CLI-0003,Coal,Low,194,76,14744,AUD
INV-009278,2025-04-15,2025-05-15,30D,2025-05-29,Paid,CLI-0003,Coal,Medium,78,80,6240,AUD
INV-015165,2025-06-21,2025-08-05,45D,,Unpaid,CLI-0001,Coal,Medium,94,70,6580,CAD
INV-001996,2025-08-09,2025-09-08,30D,,Overdue,CLI-0013,Coal,Medium,673,57,38361,AUD
INV-004919,2025-03-22,2025-05-06,45D,,Unpaid,CLI-0004,Gold,Medium,833,100,83300,AUD
INV-012701,2025-02-12,2025-03-29,45D,,Overdue,CLI-0004,Nickel,Low,416,86,35776,EUR
INV-005800,2025-09-19,2025-10-19,30D,2025-10-03,Paid,CLI-0001,Iron,High,456,59,26904,GBP
INV-011717,2025-06-05,2025-07-20,45D,2025-07-07,Paid,CLI-0009,Gold,Medium,722,87,62814,CAD
INV-009269,2025-05-20,2025-06-19,30D,,Overdue,CLI-0004,Coal,High,975,74,72150,EUR
INV-000617,2025-04-24,2025-05-24,30D,2025-06-12,Paid,CLI-0003,Coal,Medium,92,98,9016,EUR
INV-005632,2025-07-06,2025-08-20,45D,,Unpaid,CLI-0002,Coal,Medium,765,72,55080,GBP
INV-003623,2025-02-05,2025-03-07,30D,,Unpaid,CLI-0003,Nickel,High,838,87,72906,EUR
INV-011603,2025-01-23,2025-03-09,45D,,Unpaid,CLI-0015,Nickel,Low,345,51,17595,CAD
INV-011141,2025-07-23,2025-08-22,30D,,Unpaid,CLI-0004,Coal,Low,542,56,30352,GBP
INV-004227,2025-09-17,2025-11-01,45D,2025-10-11,Paid,CLI-0002,Gold,High,871,74,64454,GBP
INV-011427,2025-04-13,2025-05-13,30D,,Overdue,CLI-0004,Coal,Medium,95,77,7315,USD
INV-018233,2025-01-24,2025-03-10,45D,,Overdue,CLI-0002,Coal,High,624,100,62400,AUD
INV-015006,2025-04-26,2025-05-26,30D,,Unpaid,CLI-0016,Nickel,High,870,92,80040,AUD
INV-001229,2025-06-26,2025-07-26,30D,,Unpaid,CLI-0004,Gold,Low,624,68,42432,USD
INV-003913,2025-01-29,2025-02-28,30D,,Overdue,CLI-0003,Coal,High,426,76,32376,GBP
INV-007084,2025-04-21,2025-05-21,30D,2025-06-02,Paid,CLI-0004,Gold,High,926,71,65746,AUD
INV-008178,2025-03-19,2025-04-18,30D,2025-04-13,Paid,CLI-0012,Coal,Medium,191,50,9550,AUD
INV-018309,2025-05-15,2025-06-29,45D,,Unpaid,CLI-0003,Iron,High,885,60,53100,GBP
INV-005387,2025-04-21,2025-05-21,30D,2025-05-07,Paid,CLI-0002,Iron,High,532,67,35644,GBP
INV-019917,2025-06-06,2025-07-21,45D,,Unpaid,CLI-0004,Coal,Low,551,65,35815,CAD
INV-010006,2025-08-26,2025-09-25,30D,,Overdue,CLI-0003,Coal,Medium,899,79,71021,USD
INV-019586,2025-03-25,2025-04-24,30D,2025-04-16,Paid,CLI-0006,Coal,Medium,378,53,20034,CAD
INV-010856,2025-08-17,2025-09-16,30D,2025-10-01,Paid,CLI-0003,Gold,Low,263,51,13413,GBP
INV-006076,2025-10-07,2025-11-06,30D,,Overdue,CLI-0009,Gold,High,380,94,35720,GBP
INV-006628,2025-09-29,2025-10-29,30D,,Unpaid,CLI-0002,Iron,Low,354,74,26196,AUD
INV-017709,2025-07-05,2025-08-19,45D,,Unpaid,CLI-0004,Coal,High,728,96,69888,AUD
INV-004826,2025-05-16,2025-06-15,30D,2025-05-30,Paid,CLI-0014,Iron,Medium,912,98,89376,EUR
INV-018491,2025-02-13,2025-03-30,45D,2025-03-23,Paid,CLI-0012,Coal,Low,565,57,32205,AUD
INV-002480,2025-07-08,2025-08-22,45D,2025-08-27,Paid,CLI-0012,Iron,High,831,77,63987,EUR
INV-007617,2025-06-13,2025-07-28,45D,,Unpaid,CLI-0004,Coal,Low,850,83,70550,EUR
INV-000020,2025-01-27,2025-03-13,45D,2025-03-13,Paid,CLI-0004,Iron,Medium,918,86,78948,AUD
INV-007557,2025-07-30,2025-08-29,30D,2025-09-14,Paid,CLI-0003,Gold,Low,792,81,64152,CAD
INV-016921,2025-03-29,2025-04-28,30D,,Overdue,CLI-0004,Coal,Low,255,100,25500,GBP
INV-016138,2025-09-23,2025-11-07,45D,2025-11-02,Paid,CLI-0004,Coal,High,22,82,1804,AUD
INV-005133,2025-08-27,2025-09-26,30D,2025-09-04,Paid,CLI-0001,Coal,Low,838,86,72068,EUR
INV-018623,2025-09-28,2025-10-28,30D,2025-10-08,Paid,CLI-0004,Coal,Low,908,52,47216,USD
INV-018731,2025-05-11,2025-06-25,45D,,Unpaid,CLI-0004,Coal,Medium,596,84,50064,AUD
INV-009611,2025-08-11,2025-09-10,30D,,Overdue,CLI-0002,Coal,Medium,523,86,44978,USD
INV-000920,2025-07-02,2025-08-16,45D,2025-07-14,Paid,CLI-0003,Coal,Medium,685,67,45895,AUD
INV-006046,2025-02-08,2025-03-10,30D,2025-03-25,Paid,CLI-0009,Gold,Low,947,50,47350,EUR
INV-015741,2025-07-30,2025-08-29,30D,,Unpaid,CLI-0004,Silver,High,43,65,2795,EUR
INV-018276,2025-08-15,2025-09-14,30D,2025-09-01,Paid,CLI-0004,Iron,Medium,170,95,16150,EUR
INV-012480,2025-10-04,2025-11-03,30D,2025-11-07,Paid,CLI-0004,Coal,High,350,84,29400,USD
INV-009904,2025-08-03,2025-09-02,30D,2025-09-22,Paid,CLI-0002,Coal,High,167,68,11356,GBP
INV-007703,2025-02-11,2025-03-13,30D,,Overdue,CLI-0002,Coal,High,622,56,34832,GBP
INV-004012,2025-05-07,2025-06-06,30D,,Overdue,CLI-0001,Silver,Low,181,90,16290,CAD
INV-000907,2025-06-30,2025-08-14,45D,,Unpaid,CLI-0002,Coal,High,265,79,20935,USD
INV-014165,2025-05-21,2025-06-20,30D,,Overdue,CLI-0004,Iron,High,90,62,5580,EUR
INV-015725,2025-04-28,2025-05-28,30D,,Unpaid,CLI-0002,Iron,High,210,90,18900,USD
INV-015765,2025-01-14,2025-02-13,30D,,Unpaid,CLI-0001,Nickel,High,17,90,1530,GBP
INV-013887,2025-02-01,2025-03-03,30D,,Overdue,CLI-0001,Copper,Low,116,77,8932,AUD
INV-006664,2025-01-31,2025-03-02,30D,,Unpaid,CLI-0001,Iron,High,17,88,1496,CAD
INV-018253,2025-07-17,2025-08-31,45D,,Overdue,CLI-0003,Coal,High,268,76,20368,CAD
INV-005335,2025-02-12,2025-03-14,30D,,Unpaid,CLI-0001,Diamond,Low,171,64,10944,EUR
INV-010544,2025-02-02,2025-03-04,30D,2025-03-18,Paid,CLI-0001,Coal,High,331,52,17212,CAD
INV-008661,2025-09-28,2025-10-28,30D,2025-10-11,Paid,CLI-0015,Manganese,High,467,88,41096,EUR
INV-009224,2025-05-28,2025-06-27,30D,2025-07-16,Paid,CLI-0002,Nickel,Low,915,74,67710,GBP
INV-019901,2025-06-07,2025-07-07,30D,,Unpaid,CLI-0004,Iron,Medium,434,98,42532,AUD
INV-004609,2025-07-13,2025-08-27,45D,2025-08-08,Paid,CLI-0002,Nickel,High,810,79,63990,GBP
INV-008431,2025-09-19,2025-10-19,30D,,Unpaid,CLI-0003,Gold,Low,442,85,37570,GBP
INV-011160,2025-04-01,2025-05-16,45D,2025-04-03,Paid,CLI-0017,Coal,Low,922,95,87590,USD
INV-000831,2025-06-27,2025-07-27,30D,,Unpaid,CLI-0001,Coal,High,606,56,33936,USD
INV-016911,2025-05-17,2025-07-01,45D,,Overdue,CLI-0002,Coal,High,835,75,62625,USD
INV-006762,2025-05-29,2025-07-13,45D,2025-07-09,Paid,CLI-0001,Coal,Medium,595,84,49980,GBP
INV-013265,2025-07-14,2025-08-13,30D,2025-08-06,Paid,CLI-0008,Iron,Medium,359,57,20463,EUR
INV-008022,2025-02-15,2025-03-17,30D,,Unpaid,CLI-0002,Nickel,Low,390,60,23400,CAD
INV-009310,2025-09-22,2025-11-06,45D,2025-09-26,Paid,CLI-0018,Coal,High,530,95,50350,CAD
INV-004051,2025-09-20,2025-11-04,45D,,Overdue,CLI-0002,Copper,High,704,76,53504,EUR
INV-017153,2025-09-12,2025-10-12,30D,,Overdue,CLI-0004,Coal,Medium,664,71,47144,CAD
INV-018547,2025-05-09,2025-06-23,45D,,Unpaid,CLI-0002,Copper,Medium,953,59,56227,CAD
INV-003963,2025-02-28,2025-04-14,45D,,Unpaid,CLI-0002,Coal,High,833,94,78302,GBP
INV-008357,2025-08-30,2025-09-29,30D,2025-10-06,Paid,CLI-0002,Coal,High,47,60,2820,GBP
INV-014232,2025-05-26,2025-07-10,45D,2025-06-09,Paid,CLI-0004,Silver,Low,798,83,66234,GBP
INV-013468,2025-06-13,2025-07-28,45D,2025-06-22,Paid,CLI-0003,Coal,High,411,76,31236,EUR
INV-011269,2025-08-09,2025-09-23,45D,,Overdue,CLI-0002,Coal,Low,210,77,16170,USD
INV-011882,2025-08-06,2025-09-05,30D,2025-08-11,Paid,CLI-0002,Coal,Low,276,99,27324,GBP
INV-004396,2025-06-26,2025-07-26,30D,,Unpaid,CLI-0003,Iron,Low,272,53,14416,USD
INV-001337,2025-10-03,2025-11-17,45D,2025-11-19,Paid,CLI-0003,Coal,Low,910,77,70070,CAD
INV-006333,2025-06-27,2025-07-27,30D,,Unpaid,CLI-0004,Iron,Low,398,100,39800,AUD
INV-009304,2025-04-18,2025-06-02,45D,2025-04-25,Paid,CLI-0002,Copper,Medium,55,56,3080,AUD
INV-007850,2025-03-14,2025-04-13,30D,,Unpaid,CLI-0004,Silver,Medium,691,60,41460,USD
INV-006027,2025-05-24,2025-07-08,45D,,Overdue,CLI-0004,Coal,Low,249,54,13446,CAD
INV-012662,2025-07-08,2025-08-07,30D,,Unpaid,CLI-0002,Coal,Medium,122,69,8418,CAD
INV-007155,2025-09-05,2025-10-20,45D,,Overdue,CLI-0002,Coal,Medium,640,91,58240,AUD
INV-003849,2025-08-25,2025-09-24,30D,,Unpaid,CLI-0002,Coal,High,860,86,73960,USD
INV-011626,2025-09-04,2025-10-19,45D,,Unpaid,CLI-0001,Silver,Medium,981,85,83385,AUD
INV-018645,2025-10-29,2025-12-13,45D,2025-11-26,Paid,CLI-0002,Coal,High,610,95,57950,EUR
INV-015076,2025-05-17,2025-06-16,30D,,Unpaid,CLI-0001,Gold,High,761,51,38811,EUR
INV-014082,2025-03-22,2025-04-21,30D,,Unpaid,CLI-0001,Coal,Medium,129,81,10449,CAD
INV-009821,2025-09-03,2025-10-18,45D,,Unpaid,CLI-0001,Iron,High,958,76,72808,EUR
INV-014381,2025-01-27,2025-03-13,45D,2025-03-09,Paid,CLI-0004,Copper,Low,702,79,55458,AUD
INV-001966,2025-04-07,2025-05-07,30D,2025-04-19,Paid,CLI-0002,Coal,High,707,55,38885,USD
INV-003879,2025-06-05,2025-07-20,45D,,Unpaid,CLI-0001,Coal,Low,896,61,54656,EUR
INV-014793,2025-05-19,2025-06-18,30D,,Overdue,CLI-0004,Coal,Medium,17,97,1649,EUR
INV-010714,2025-07-04,2025-08-18,45D,,Unpaid,CLI-0003,Coal,High,923,79,72917,AUD
INV-002134,2025-01-21,2025-03-07,45D,,Overdue,CLI-0003,Gold,High,321,90,28890,USD
INV-000842,2025-02-22,2025-04-08,45D,2025-03-28,Paid,CLI-0002,Coal,Low,469,99,46431,EUR
INV-009218,2025-08-18,2025-10-02,45D,,Overdue,CLI-0009,Iron,High,831,55,45705,AUD
INV-009286,2025-08-24,2025-10-08,45D,,Unpaid,CLI-0002,Coal,Medium,921,53,48813,USD
INV-017659,2025-02-02,2025-03-04,30D,,Overdue,CLI-0002,Coal,Low,482,53,25546,CAD
INV-001876,2025-03-17,2025-04-16,30D,2025-04-10,Paid,CLI-0001,Copper,Low,488,60,29280,USD
INV-017166,2025-10-13,2025-11-12,30D,,Overdue,CLI-0001,Coal,High,651,73,47523,AUD
INV-006602,2025-02-16,2025-03-18,30D,2025-03-13,Paid,CLI-0004,Coal,High,566,96,54336,AUD
INV-019779,2025-05-25,2025-06-24,30D,2025-06-14,Paid,CLI-0003,Silver,High,771,73,56283,USD
INV-010073,2025-06-15,2025-07-30,45D,2025-06-29,Paid,CLI-0004,Copper,High,605,64,38720,CAD
INV-004436,2025-01-07,2025-02-21,45D,,Overdue,CLI-0001,Coal,Low,610,59,35990,AUD
INV-002532,2025-09-17,2025-11-01,45D,2025-10-22,Paid,CLI-0004,Nickel,High,695,100,69500,CAD
INV-016034,2025-01-20,2025-02-19,30D,,Unpaid,CLI-0011,Nickel,Medium,713,94,67022,EUR
INV-008353,2025-07-21,2025-08-20,30D,,Unpaid,CLI-0002,Iron,Low,367,82,30094,CAD
INV-013553,2025-02-03,2025-03-05,30D,,Overdue,CLI-0002,Gold,High,900,94,84600,USD
INV-007512,2025-04-14,2025-05-29,45D,,Overdue,CLI-0002,Iron,High,177,82,14514,CAD
INV-005872,2025-01-28,2025-02-27,30D,,Overdue,CLI-0015,Coal,Low,18,65,1170,USD
INV-015299,2025-05-03,2025-06-02,30D,,Overdue,CLI-0002,Iron,Medium,341,84,28644,AUD
INV-010671,2025-07-06,2025-08-05,30D,2025-07-10,Paid,CLI-0017,Coal,Medium,700,59,41300,GBP
INV-002757,2025-02-01,2025-03-18,45D,2025-02-13,Paid,CLI-0012,Coal,Low,797,100,79700,GBP
INV-001892,2025-05-28,2025-07-12,45D,2025-06-30,Paid,CLI-0004,Coal,Low,426,94,40044,EUR
INV-005154,2025-07-18,2025-09-01,45D,,Overdue,CLI-0003,Coal,Medium,25,84,2100,AUD
INV-019032,2025-04-06,2025-05-21,45D,2025-05-03,Paid,CLI-0004,Iron,Low,238,82,19516,USD
INV-002698,2025-08-13,2025-09-12,30D,,Overdue,CLI-0002,Coal,Low,229,65,14885,GBP
INV-005663,2025-07-09,2025-08-08,30D,,Overdue,CLI-0003,Iron,High,256,95,24320,CAD
INV-015036,2025-03-05,2025-04-19,45D,,Overdue,CLI-0002,Gold,High,355,59,20945,CAD
INV-017860,2025-09-01,2025-10-01,30D,,Overdue,CLI-0002,Coal,High,75,71,5325,GBP
INV-009092,2025-07-01,2025-07-31,30D,,Unpaid,CLI-0003,Silver,Medium,182,97,17654,USD
INV-009228,2025-08-13,2025-09-12,30D,,Unpaid,CLI-0009,Coal,Medium,670,60,40200,USD
INV-011655,2025-08-22,2025-09-21,30D,,Unpaid,CLI-0004,Nickel,High,990,87,86130,USD
INV-016084,2025-05-12,2025-06-11,30D,2025-06-18,Paid,CLI-0008,Iron,Low,206,50,10300,GBP
INV-002924,2025-03-09,2025-04-23,45D,2025-04-27,Paid,CLI-0014,Coal,Medium,97,72,6984,CAD
INV-008888,2025-09-07,2025-10-22,45D,,Unpaid,CLI-0018,Copper,Medium,84,72,6048,CAD
INV-016507,2025-02-09,2025-03-26,45D,2025-03-03,Paid,CLI-0003,Coal,Medium,419,79,33101,CAD
INV-004267,2025-02-20,2025-03-22,30D,2025-02-20,Paid,CLI-0004,Coal,Low,59,89,5251,EUR
INV-003710,2025-05-13,2025-06-12,30D,,Overdue,CLI-0004,Iron,Medium,195,70,13650,AUD
INV-000080,2025-09-22,2025-11-06,45D,,Unpaid,CLI-0008,Coal,Medium,86,100,8600,GBP
INV-017927,2025-05-15,2025-06-29,45D,,Unpaid,CLI-0010,Coal,High,711,54,38394,USD
INV-015578,2025-09-09,2025-10-09,30D,,Unpaid,CLI-0002,Iron,Medium,940,55,51700,EUR
INV-004777,2025-03-30,2025-04-29,30D,,Unpaid,CLI-0001,Gold,Medium,958,51,48858,EUR
INV-016707,2025-01-30,2025-03-01,30D,2025-02-13,Paid,CLI-0001,Silver,Low,28,89,2492,GBP
INV-019101,2025-06-06,2025-07-06,30D,2025-07-06,Paid,CLI-0001,Coal,High,189,79,14931,CAD
INV-005452,2025-05-24,2025-06-23,30D,,Unpaid,CLI-0002,Coal,Medium,822,95,78090,USD
INV-009826,2025-08-21,2025-10-05,45D,,Overdue,CLI-0003,Coal,High,674,60,40440,USD
INV-003808,2025-01-15,2025-03-01,45D,,Overdue,CLI-0001,Coal,High,438,56,24528,USD
INV-015322,2025-01-22,2025-03-08,45D,,Overdue,CLI-0002,Coal,Medium,150,63,9450,USD
INV-003650,2025-10-10,2025-11-09,30D,,Unpaid,CLI-0007,Coal,High,938,77,72226,GBP
INV-008062,2025-09-18,2025-10-18,30D,,Overdue,CLI-0008,Coal,High,302,77,23254,USD
INV-018080,2025-05-25,2025-06-24,30D,2025-06-29,Paid,CLI-0002,Coal,Low,281,70,19670,AUD
INV-016941,2025-01-04,2025-02-03,30D,,Unpaid,CLI-0002,Coal,Medium,897,82,73554,CAD
INV-019249,2025-10-08,2025-11-07,30D,2025-10-14,Paid,CLI-0001,Coal,Medium,795,92,73140,USD
INV-019544,2025-06-27,2025-08-11,45D,,Unpaid,CLI-0002,Silver,Medium,716,52,37232,CAD
