ExtractionId,SiteId,OreType,OreGrade,ExtractionDate,ShiftType,EquipmentId,QuantityTonnes,ExtractionMethod
EXT-011331,SIT-0003,Coal,Medium,2025-10-24,Daytime,EQP-0337,908,Room and Pillar
EXT-016044,SIT-0003,Coal,High,2025-09-21,Overnight,EQP-0497,946,Auger Mining
EXT-015856,SIT-0003,Coal,Medium,2025-10-12,Evening,EQP-0655,725,Drift and Fill
EXT-016789,SIT-0002,Coal,Medium,2025-07-31,Daytime,EQP-0643,456,Auger Mining
EXT-005956,SIT-0003,Coal,Medium,2025-07-10,Overnight,EQP-0427,597,Longwall
EXT-013652,SIT-0001,Iron,Medium,2025-09-15,Evening,EQP-0089,417,Room and Pillar
EXT-014204,SIT-0002,Coal,Medium,2025-06-29,Evening,EQP-0844,163,Sublevel Stoping
EXT-002388,SIT-0009,Iron,Medium,2025-12-01,Daytime,EQP-0586,692,Longwall
EXT-006313,SIT-0002,Silver,Low,2025-08-19,Overnight,EQP-0817,645,Sublevel Stoping
EXT-009854,SIT-0001,Gold,High,2025-07-12,Evening,EQP-0250,238,Auger Mining
EXT-010390,SIT-0004,Iron,Medium,2025-12-22,Overnight,EQP-0682,612,Borehole Mining
EXT-014430,SIT-0003,Gold,Medium,2025-02-24,Evening,EQP-0864,116,Drift and Fill
EXT-000525,SIT-0003,Gold,High,2025-08-05,Overnight,EQP-0377,76,Underground
EXT-014815,SIT-0002,Iron,Medium,2025-04-26,Daytime,EQP-0573,840,Underground
EXT-017686,SIT-0002,Coal,Medium,2025-03-23,Overnight,EQP-0078,834,Block Caving
EXT-016765,SIT-0001,Gold,Medium,2025-03-06,Overnight,EQP-0620,973,Sublevel Stoping
EXT-012447,SIT-0001,Iron,High,2025-03-19,Evening,EQP-0153,566,Longwall
EXT-006893,SIT-0002,Gold,High,2025-05-31,Overnight,EQP-0820,525,Underground
EXT-009768,SIT-0002,Coal,Medium,2025-09-21,Daytime,EQP-0214,390,Underground
EXT-003260,SIT-0004,Copper,High,2025-12-10,Daytime,EQP-0150,436,Top Slicing
EXT-009779,SIT-0004,Coal,Medium,2025-08-03,Overnight,EQP-0666,899,Underground
EXT-011293,SIT-0001,Iron,Medium,2025-02-07,Daytime,EQP-0324,581,Borehole Mining
EXT-011188,SIT-0002,Iron,Medium,2025-08-08,Evening,EQP-0705,750,Longwall
EXT-009111,SIT-0010,Manganese,Medium,2025-10-31,Evening,EQP-0460,664,Block Caving
EXT-004913,SIT-0002,Coal,Medium,2025-06-02,Daytime,EQP-0673,107,Top Slicing
EXT-015141,SIT-0003,Coal,Medium,2025-10-09,Evening,EQP-0311,544,Underground
EXT-005002,SIT-0001,Coal,Medium,2025-09-20,Evening,EQP-0650,323,Top Slicing
EXT-002306,SIT-0006,Copper,High,2025-02-03,Evening,EQP-0196,686,Top Slicing
EXT-015329,SIT-0003,Coal,Medium,2025-05-03,Evening,EQP-0663,370,Borehole Mining
EXT-002850,SIT-0001,Coal,Low,2025-07-08,Daytime,EQP-0481,100,Borehole Mining
EXT-013837,SIT-0001,Coal,Medium,2025-03-10,Daytime,EQP-0461,761,Drift and Fill
EXT-013406,SIT-0002,Gold,Medium,2025-10-07,Overnight,EQP-0822,749,Open-pit
EXT-000577,SIT-0006,Coal,Medium,2025-01-02,Evening,EQP-0908,40,Auger Mining
EXT-007379,SIT-0003,Iron,Medium,2025-03-07,Overnight,EQP-0485,736,Block Caving
EXT-004447,SIT-0007,Iron,Medium,2025-10-08,Daytime,EQP-0071,747,Room and Pillar
EXT-016440,SIT-0001,Coal,Low,2025-09-20,Evening,EQP-0453,303,Underground
EXT-019290,SIT-0003,Coal,High,2025-12-18,Daytime,EQP-0248,92,Drift and Fill
EXT-006099,SIT-0006,Iron,High,2025-08-23,Overnight,EQP-0836,509,Auger Mining
EXT-009643,SIT-0004,Iron,High,2025-02-16,Evening,EQP-0428,929,Borehole Mining
EXT-007692,SIT-0003,Nickel,Medium,2025-02-08,Evening,EQP-0180,673,Block Caving
EXT-013579,SIT-0002,Gold,Medium,2025-02-25,Overnight,EQP-0397,861,Open-pit
EXT-012366,SIT-0001,Gold,High,2025-06-18,Overnight,EQP-0681,137,Open-pit
EXT-015193,SIT-0003,Coal,Medium,2025-03-24,Evening,EQP-0649,674,Sublevel Stoping
EXT-019041,SIT-0007,Gold,Medium,2025-11-08,Evening,EQP-0207,45,Sublevel Stoping
EXT-002353,SIT-0003,Coal,Medium,2025-02-27,Evening,EQP-0768,995,Underground
EXT-015938,SIT-0004,Iron,High,2025-05-03,Evening,EQP-0935,730,Underground
EXT-006362,SIT-0003,Coal,Medium,2025-11-02,Daytime,EQP-0087,75,Room and Pillar
EXT-014129,SIT-0008,Iron,High,2025-04-25,Evening,EQP-0254,799,Open-pit
EXT-006420,SIT-0003,Copper,High,2025-01-14,Overnight,EQP-0708,361,Open-pit
EXT-012279,SIT-0002,Iron,Medium,2025-01-15,Daytime,EQP-0268,325,Room and Pillar
EXT-000145,SIT-0002,Silver,Medium,2025-04-08,Evening,EQP-0388,791,Underground
EXT-018890,SIT-0001,Coal,Medium,2025-07-19,Overnight,EQP-0804,479,Underground
EXT-007200,SIT-0004,Copper,Medium,2025-08-21,Overnight,EQP-0054,228,Longwall
EXT-019733,SIT-0004,Coal,High,2025-11-01,Overnight,EQP-0676,503,Block Caving
EXT-011897,SIT-0002,Coal,Medium,2025-10-07,Daytime,EQP-0041,118,Auger Mining
EXT-015293,SIT-0001,Iron,Medium,2025-01-12,Evening,EQP-0037,501,Auger Mining
EXT-019515,SIT-0003,Coal,Medium,2025-08-28,Evening,EQP-0284,595,Block Caving
EXT-014501,SIT-0006,Coal,Medium,2025-08-16,Evening,EQP-0812,773,Borehole Mining
EXT-017621,SIT-0003,Coal,Medium,2025-11-12,Daytime,EQP-0290,736,Open-pit
EXT-000121,SIT-0002,Diamond,High,2025-10-01,Daytime,EQP-0044,642,Longwall
EXT-005547,SIT-0001,Nickel,High,2025-01-19,Daytime,EQP-0185,379,Open-pit
EXT-000794,SIT-0001,Iron,Medium,2025-11-20,Daytime,EQP-0979,412,Borehole Mining
EXT-011230,SIT-0003,Coal,High,2025-06-21,Overnight,EQP-0530,167,Drift and Fill
EXT-012553,SIT-0003,Coal,Low,2025-12-17,Evening,EQP-0662,939,Drift and Fill
EXT-005144,SIT-0008,Coal,Medium,2025-08-13,Daytime,EQP-0584,897,Sublevel Stoping
EXT-011450,SIT-0001,Coal,High,2025-09-14,Overnight,EQP-0727,992,Longwall
EXT-005048,SIT-0001,Iron,Low,2025-04-03,Daytime,EQP-0331,116,Auger Mining
EXT-001147,SIT-0002,Coal,High,2025-04-22,Evening,EQP-0592,534,Top Slicing
EXT-001152,SIT-0004,Silver,Medium,2025-05-27,Overnight,EQP-0516,388,Top Slicing
EXT-013024,SIT-0001,Gold,High,2025-05-12,Overnight,EQP-0972,270,Underground
EXT-012131,SIT-0002,Coal,Low,2025-10-08,Evening,EQP-0418,12,Longwall
EXT-015915,SIT-0010,Copper,Low,2025-06-25,Daytime,EQP-0829,299,Auger Mining
EXT-003844,SIT-0003,Coal,Medium,2025-09-18,Daytime,EQP-0100,234,Sublevel Stoping
EXT-004497,SIT-0002,Iron,Medium,2025-11-13,Daytime,EQP-0566,335,Auger Mining
EXT-012412,SIT-0001,Gold,High,2025-04-19,Evening,EQP-0218,259,Block Caving
EXT-005764,SIT-0001,Coal,Medium,2025-06-03,Evening,EQP-0198,772,Auger Mining
EXT-015219,SIT-0001,Copper,High,2025-09-07,Daytime,EQP-0602,446,Borehole Mining
EXT-011239,SIT-0002,Gold,Medium,2025-01-21,Evening,EQP-0282,569,Open-pit
EXT-009608,SIT-0004,Coal,Medium,2025-06-27,Daytime,EQP-0588,198,Auger Mining
EXT-014945,SIT-0001,Coal,High,2025-09-08,Evening,EQP-0486,630,Open-pit
EXT-019485,SIT-0001,Coal,Medium,2025-09-08,Evening,EQP-0617,309,Underground
EXT-004590,SIT-0010,Coal,High,2025-03-16,Daytime,EQP-0737,885,Block Caving
EXT-012642,SIT-0001,Coal,Medium,2025-05-28,Evening,EQP-0527,909,Sublevel Stoping
EXT-000099,SIT-0004,Coal,Low,2025-09-27,Evening,EQP-0666,951,Open-pit
EXT-010690,SIT-0004,Silver,Medium,2025-04-27,Daytime,EQP-0807,618,Auger Mining
EXT-019344,SIT-0001,Iron,High,2025-04-29,Evening,EQP-0515,350,Underground
EXT-007897,SIT-0002,Coal,High,2025-12-07,Daytime,EQP-0133,795,Open-pit
EXT-003309,SIT-0007,Iron,High,2025-11-08,Daytime,EQP-0813,347,Room and Pillar
EXT-016823,SIT-0004,Coal,Medium,2025-05-04,Evening,EQP-0360,256,Top Slicing
EXT-015876,SIT-0002,Coal,Medium,2025-08-17,Overnight,EQP-0734,445,Block Caving
EXT-015491,SIT-0003,Silver,High,2025-03-22,Daytime,EQP-0267,739,Borehole Mining
EXT-008391,SIT-0003,Coal,High,2025-01-23,Daytime,EQP-0430,394,Top Slicing
EXT-011095,SIT-0001,Iron,Medium,2025-01-20,Overnight,EQP-0396,543,Room and Pillar
EXT-018439,SIT-0002,Coal,Low,2025-02-20,Evening,EQP-0339,597,Top Slicing
EXT-017933,SIT-0003,Iron,Medium,2025-05-26,Overnight,EQP-0912,38,Auger Mining
EXT-002858,SIT-0001,Gold,Medium,2025-09-11,Evening,EQP-0104,358,Underground
EXT-018050,SIT-0003,Iron,Medium,2025-10-03,Evening,EQP-0863,619,Block Caving
EXT-013251,SIT-0005,Gold,Medium,2025-07-24,Daytime,EQP-0461,63,Borehole Mining
EXT-009145,SIT-0003,Coal,Medium,2025-11-22,Daytime,EQP-0669,776,Sublevel Stoping
EXT-008138,SIT-0007,Coal,High,2025-10-01,Overnight,EQP-0110,560,Block Caving
EXT-018348,SIT-0010,Coal,High,2025-06-29,Overnight,EQP-0029,597,Block Caving
EXT-010335,SIT-0003,Gold,Medium,2025-08-23,Overnight,EQP-0090,256,Block Caving
EXT-016933,SIT-0001,Gold,Medium,2025-01-04,Evening,EQP-0425,257,Underground
EXT-015669,SIT-0003,Iron,Medium,2025-06-08,Evening,EQP-0020,15,Longwall
EXT-008636,SIT-0001,Copper,Low,2025-12-14,Overnight,EQP-0133,258,Open-pit
EXT-019755,SIT-0005,Coal,Medium,2025-11-15,Overnight,EQP-0608,191,Top Slicing
EXT-012191,SIT-0004,Coal,Medium,2025-01-03,Daytime,EQP-0573,765,Auger Mining
EXT-010199,SIT-0001,Coal,Medium,2025-03-16,Evening,EQP-0954,752,Sublevel Stoping
EXT-014629,SIT-0009,Gold,Low,2025-06-01,Overnight,EQP-0513,428,Room and Pillar
EXT-003663,SIT-0010,Coal,High,2025-03-31,Daytime,EQP-0957,43,Block Caving
EXT-010905,SIT-0001,Silver,High,2025-02-23,Daytime,EQP-0721,510,Borehole Mining
EXT-005129,SIT-0007,Coal,Medium,2025-03-12,Daytime,EQP-0180,238,Open-pit
EXT-018848,SIT-0002,Coal,Low,2025-06-09,Evening,EQP-0695,305,Underground
EXT-010611,SIT-0009,Coal,Medium,2025-03-13,Daytime,EQP-0586,813,Sublevel Stoping
EXT-017988,SIT-0002,Silver,Medium,2025-04-28,Evening,EQP-0780,88,Underground
EXT-005674,SIT-0003,Coal,Medium,2025-08-18,Overnight,EQP-0568,772,Longwall
EXT-008479,SIT-0004,Copper,High,2025-08-06,Evening,EQP-0656,459,Underground
EXT-006369,SIT-0001,Gold,Low,2025-11-02,Daytime,EQP-0575,807,Longwall
EXT-006222,SIT-0002,Iron,Medium,2025-01-25,Evening,EQP-0317,846,Borehole Mining
EXT-004570,SIT-0002,Silver,High,2025-07-10,Daytime,EQP-0210,465,Drift and Fill
EXT-002740,SIT-0002,Iron,Medium,2025-07-29,Overnight,EQP-0622,577,Longwall
EXT-002239,SIT-0004,Iron,High,2025-09-17,Daytime,EQP-0333,763,Auger Mining
EXT-013261,SIT-0001,Coal,Medium,2025-05-03,Evening,EQP-0558,244,Underground
EXT-001617,SIT-0004,Silver,Medium,2025-03-29,Daytime,EQP-0930,247,Sublevel Stoping
EXT-012372,SIT-0003,Gold,Medium,2025-10-26,Evening,EQP-0239,18,Borehole Mining
EXT-004542,SIT-0001,Coal,Medium,2025-12-21,Overnight,EQP-0721,662,Room and Pillar
EXT-004095,SIT-0002,Coal,High,2025-09-25,Overnight,EQP-0869,310,Auger Mining
EXT-016240,SIT-0010,Coal,High,2025-12-13,Daytime,EQP-0131,231,Top Slicing
EXT-000604,SIT-0003,Iron,Medium,2025-07-13,Daytime,EQP-0971,165,Auger Mining
EXT-002292,SIT-0001,Coal,Medium,2025-02-24,Overnight,EQP-0356,207,Drift and Fill
EXT-007043,SIT-0001,Coal,Medium,2025-06-01,Daytime,EQP-0075,839,Open-pit
EXT-003943,SIT-0002,Coal,Medium,2025-08-20,Overnight,EQP-0452,667,Top Slicing
EXT-004760,SIT-0002,Coal,Medium,2025-11-10,Evening,EQP-0067,205,Top Slicing
EXT-008523,SIT-0001,Iron,Low,2025-08-23,Daytime,EQP-0035,510,Room and Pillar
EXT-000766,SIT-0010,Coal,Medium,2025-02-18,Daytime,EQP-0936,172,Drift and Fill
EXT-012451,SIT-0002,Coal,Medium,2025-09-25,Overnight,EQP-0991,482,Borehole Mining
EXT-004473,SIT-0006,Coal,High,2025-07-12,Overnight,EQP-0437,677,Borehole Mining
EXT-012670,SIT-0005,Coal,High,2025-11-03,Overnight,EQP-0883,86,Borehole Mining
EXT-015372,SIT-0003,Gold,High,2025-11-14,Evening,EQP-0976,368,Borehole Mining
EXT-019722,SIT-0002,Iron,High,2025-07-13,Overnight,EQP-0655,27,Sublevel Stoping
EXT-016412,SIT-0004,Silver,Medium,2025-08-02,Evening,EQP-0250,256,Borehole Mining
EXT-012132,SIT-0004,Copper,Medium,2025-10-30,Overnight,EQP-0816,970,Top Slicing
EXT-004878,SIT-0001,Coal,High,2025-01-19,Daytime,EQP-0834,292,Auger Mining
EXT-015686,SIT-0005,Nickel,Medium,2025-11-10,Evening,EQP-0542,611,Drift and Fill
EXT-013734,SIT-0002,Iron,Low,2025-11-25,Daytime,EQP-0436,810,Underground
EXT-009087,SIT-0003,Coal,Medium,2025-02-16,Overnight,EQP-0281,407,Room and Pillar
EXT-016567,SIT-0002,Nickel,Low,2025-03-22,Overnight,EQP-0161,913,Room and Pillar
EXT-005609,SIT-0003,Coal,Low,2025-12-26,Evening,EQP-0515,774,Open-pit
EXT-005089,SIT-0006,Coal,High,2025-03-31,Daytime,EQP-0039,872,Borehole Mining
EXT-013794,SIT-0004,Iron,High,2025-08-23,Overnight,EQP-0106,414,Room and Pillar
EXT-003870,SIT-0002,Coal,High,2025-05-14,Overnight,EQP-0609,943,Borehole Mining
EXT-002130,SIT-0003,Coal,Low,2025-07-18,Daytime,EQP-0914,892,Auger Mining
EXT-006563,SIT-0001,Coal,High,2025-08-30,Overnight,EQP-0510,647,Top Slicing
EXT-009576,SIT-0005,Coal,Low,2025-12-28,Evening,EQP-0718,780,Longwall
EXT-019277,SIT-0006,Gold,High,2025-07-16,Daytime,EQP-0882,908,Top Slicing
EXT-001155,SIT-0001,Copper,High,2025-07-24,Evening,EQP-0210,198,Top Slicing
EXT-008398,SIT-0001,Coal,Medium,2025-05-19,Overnight,EQP-0567,196,Underground
EXT-012538,SIT-0002,Gold,High,2025-07-19,Overnight,EQP-0417,276,Longwall
EXT-012050,SIT-0004,Coal,High,2025-12-10,Daytime,EQP-0504,566,Underground
EXT-011762,SIT-0001,Coal,Medium,2025-09-11,Overnight,EQP-0262,533,Open-pit
EXT-013151,SIT-0003,Coal,Medium,2025-03-27,Daytime,EQP-0294,546,Drift and Fill
EXT-004788,SIT-0002,Silver,Medium,2025-03-22,Evening,EQP-0704,803,Top Slicing
EXT-003882,SIT-0003,Coal,Medium,2025-08-08,Overnight,EQP-0724,812,Top Slicing
EXT-012535,SIT-0010,Coal,High,2025-11-01,Daytime,EQP-0922,523,Borehole Mining
EXT-013396,SIT-0004,Coal,High,2025-01-19,Daytime,EQP-0630,750,Borehole Mining
EXT-017966,SIT-0004,Coal,Medium,2025-12-08,Evening,EQP-0617,741,Block Caving
EXT-002502,SIT-0001,Coal,High,2025-09-14,Daytime,EQP-0065,529,Auger Mining
EXT-014121,SIT-0002,Copper,Medium,2025-07-08,Overnight,EQP-0413,569,Auger Mining
EXT-007486,SIT-0003,Copper,Medium,2025-10-17,Daytime,EQP-0522,471,Open-pit
EXT-006143,SIT-0010,Coal,High,2025-11-21,Evening,EQP-0887,841,Longwall
EXT-014514,SIT-0002,Coal,Medium,2025-05-27,Overnight,EQP-0144,947,Auger Mining
EXT-000572,SIT-0006,Coal,Low,2025-12-17,Evening,EQP-0352,966,Borehole Mining
EXT-011556,SIT-0002,Gold,High,2025-11-30,Evening,EQP-0212,730,Drift and Fill
EXT-002802,SIT-0005,Coal,Medium,2025-01-27,Overnight,EQP-0418,305,Borehole Mining
EXT-007713,SIT-0001,Coal,Low,2025-02-12,Daytime,EQP-0948,645,Sublevel Stoping
EXT-000068,SIT-0002,Coal,Medium,2025-06-23,Evening,EQP-0065,547,Longwall
EXT-007366,SIT-0001,Nickel,Medium,2025-05-30,Daytime,EQP-0293,15,Borehole Mining
EXT-010925,SIT-0003,Coal,High,2025-11-09,Overnight,EQP-0154,574,Room and Pillar
EXT-008790,SIT-0003,Gold,Medium,2025-02-20,Overnight,EQP-0438,871,Top Slicing
EXT-010224,SIT-0003,Coal,Low,2025-02-10,Evening,EQP-0952,544,Open-pit
EXT-004988,SIT-0004,Coal,Medium,2025-08-31,Evening,EQP-0988,290,Room and Pillar
EXT-001604,SIT-0002,Copper,Medium,2025-03-08,Daytime,EQP-0471,35,Block Caving
EXT-015834,SIT-0002,Diamond,High,2025-12-16,Evening,EQP-0180,884,Auger Mining
EXT-015913,SIT-0004,Manganese,Medium,2025-06-13,Daytime,EQP-0851,54,Open-pit
EXT-000881,SIT-0004,Coal,High,2025-04-24,Daytime,EQP-0310,463,Room and Pillar
EXT-015748,SIT-0003,Iron,Medium,2025-05-06,Daytime,EQP-0670,991,Borehole Mining
EXT-010633,SIT-0002,Nickel,High,2025-06-17,Overnight,EQP-0160,509,Top Slicing
EXT-007378,SIT-0001,Coal,Medium,2025-05-16,Daytime,EQP-0331,438,Block Caving
EXT-011510,SIT-0002,Copper,High,2025-08-05,Evening,EQP-0526,346,Drift and Fill
EXT-008090,SIT-0002,Coal,Medium,2025-11-27,Overnight,EQP-0549,149,Longwall
EXT-011969,SIT-0002,Coal,Low,2025-06-28,Overnight,EQP-0923,695,Drift and Fill
EXT-018337,SIT-0002,Coal,Medium,2025-04-07,Evening,EQP-0539,427,Auger Mining
EXT-019058,SIT-0001,Coal,Medium,2025-07-04,Daytime,EQP-0018,995,Block Caving
EXT-013303,SIT-0003,Copper,High,2025-06-27,Overnight,EQP-0502,58,Block Caving
EXT-015713,SIT-0002,Coal,High,2025-07-31,Overnight,EQP-0182,989,Drift and Fill
EXT-011566,SIT-0004,Coal,High,2025-10-16,Daytime,EQP-0569,650,Longwall
EXT-017013,SIT-0002,Coal,High,2025-12-29,Evening,EQP-0646,597,Drift and Fill
EXT-016226,SIT-0004,Coal,Low,2025-05-09,Evening,EQP-0817,257,Top Slicing
EXT-011554,SIT-0010,Coal,High,2025-09-21,Daytime,EQP-0253,325,Block Caving
EXT-001335,SIT-0004,Coal,Medium,2025-03-10,Evening,EQP-0153,677,Auger Mining
EXT-019527,SIT-0001,Coal,Medium,2025-09-07,Evening,EQP-0670,505,Open-pit
EXT-009623,SIT-0003,Copper,High,2025-06-17,Evening,EQP-0465,189,Borehole Mining
EXT-010519,SIT-0002,Gold,High,2025-08-24,Daytime,EQP-0347,917,Open-pit
EXT-002401,SIT-0003,Gold,High,2025-03-26,Evening,EQP-0913,675,Drift and Fill
EXT-004951,SIT-0004,Coal,Medium,2025-03-22,Overnight,EQP-0262,645,Top Slicing
EXT-004535,SIT-0003,Coal,High,2025-11-17,Evening,EQP-0393,60,Top Slicing
EXT-018528,SIT-0002,Iron,High,2025-11-18,Evening,EQP-0698,609,Block Caving
EXT-016460,SIT-0002,Copper,High,2025-01-04,Daytime,EQP-0928,165,Block Caving
EXT-017737,SIT-0001,Coal,High,2025-03-14,Overnight,EQP-0563,669,Auger Mining
EXT-011031,SIT-0004,Coal,Medium,2025-02-04,Evening,EQP-0641,278,Block Caving
EXT-018383,SIT-0003,Coal,Medium,2025-04-16,Evening,EQP-0574,866,Borehole Mining
EXT-000779,SIT-0003,Iron,Medium,2025-09-08,Daytime,EQP-0398,971,Room and Pillar
EXT-007039,SIT-0006,Coal,High,2025-02-03,Evening,EQP-0571,408,Drift and Fill
EXT-018827,SIT-0005,Silver,High,2025-09-03,Overnight,EQP-0433,403,Auger Mining
EXT-006287,SIT-0003,Gold,Low,2025-05-31,Daytime,EQP-0115,265,Longwall
EXT-000214,SIT-0003,Gold,High,2025-05-23,Evening,EQP-0533,294,Top Slicing
EXT-002366,SIT-0004,Coal,Medium,2025-01-28,Evening,EQP-0711,537,Sublevel Stoping
EXT-010971,SIT-0005,Silver,High,2025-01-26,Overnight,EQP-0031,682,Top Slicing
EXT-009420,SIT-0002,Silver,Medium,2025-11-27,Evening,EQP-0103,145,Block Caving
EXT-011527,SIT-0002,Coal,Medium,2025-02-07,Evening,EQP-0684,658,Auger Mining
EXT-017139,SIT-0002,Manganese,Medium,2025-12-05,Daytime,EQP-0173,221,Borehole Mining
EXT-011058,SIT-0003,Iron,High,2025-07-12,Daytime,EQP-0281,497,Top Slicing
EXT-006459,SIT-0003,Silver,Medium,2025-06-04,Evening,EQP-0453,566,Underground
EXT-013310,SIT-0001,Coal,Low,2025-09-07,Evening,EQP-0026,696,Block Caving
EXT-016692,SIT-0003,Coal,Medium,2025-07-27,Evening,EQP-0965,747,Longwall
EXT-016687,SIT-0003,Coal,Medium,2025-03-27,Evening,EQP-0718,490,Block Caving
EXT-000645,SIT-0003,Iron,High,2025-11-25,Daytime,EQP-0497,872,Sublevel Stoping
EXT-004102,SIT-0001,Coal,Medium,2025-04-22,Evening,EQP-0516,878,Room and Pillar
EXT-002389,SIT-0004,Nickel,Medium,2025-04-16,Evening,EQP-0828,628,Open-pit
EXT-012644,SIT-0004,Coal,Medium,2025-04-03,Daytime,EQP-0305,435,Room and Pillar
EXT-010976,SIT-0003,Nickel,Medium,2025-07-23,Daytime,EQP-0933,911,Auger Mining
EXT-004010,SIT-0007,Diamond,Medium,2025-11-21,Daytime,EQP-0113,170,Open-pit
EXT-013341,SIT-0003,Coal,Low,2025-05-11,Daytime,EQP-0870,507,Longwall
EXT-012321,SIT-0010,Coal,High,2025-10-06,Daytime,EQP-0035,444,Room and Pillar
EXT-007483,SIT-0004,Copper,Medium,2025-06-26,Evening,EQP-0189,639,Room and Pillar
EXT-007010,SIT-0001,Coal,Low,2025-09-23,Overnight,EQP-0339,140,Sublevel Stoping
EXT-008438,SIT-0003,Coal,High,2025-04-12,Overnight,EQP-0889,973,Auger Mining
EXT-000386,SIT-0008,Silver,High,2025-06-26,Overnight,EQP-0250,873,Block Caving
EXT-010781,SIT-0003,Copper,Medium,2025-06-28,Evening,EQP-0949,528,Room and Pillar
EXT-010279,SIT-0004,Coal,Medium,2025-04-19,Daytime,EQP-0737,799,Sublevel Stoping
EXT-001271,SIT-0009,Coal,Medium,2025-05-21,Daytime,EQP-0032,396,Room and Pillar
EXT-016332,SIT-0002,Iron,High,2025-07-12,Evening,EQP-0867,865,Open-pit
EXT-015772,SIT-0003,Manganese,High,2025-04-02,Overnight,EQP-0028,677,Drift and Fill
EXT-006655,SIT-0003,Coal,Medium,2025-11-26,Evening,EQP-0530,734,Auger Mining
EXT-016162,SIT-0001,Coal,Low,2025-10-14,Daytime,EQP-0250,727,Sublevel Stoping
EXT-001133,SIT-0003,Copper,Low,2025-12-27,Daytime,EQP-0982,219,Block Caving
EXT-012062,SIT-0002,Copper,High,2025-08-03,Overnight,EQP-0928,727,Sublevel Stoping
EXT-006086,SIT-0001,Coal,Medium,2025-06-18,Evening,EQP-0946,409,Borehole Mining
EXT-007292,SIT-0002,Coal,Medium,2025-09-05,Evening,EQP-0780,884,Underground
EXT-002029,SIT-0001,Coal,Low,2025-08-22,Evening,EQP-0601,985,Room and Pillar
EXT-015081,SIT-0002,Iron,Medium,2025-10-26,Evening,EQP-0823,576,Underground
EXT-018036,SIT-0002,Coal,Low,2025-12-11,Daytime,EQP-0889,836,Open-pit
EXT-014606,SIT-0003,Coal,Medium,2025-10-22,Evening,EQP-0117,996,Open-pit
EXT-011529,SIT-0003,Silver,Medium,2025-12-23,Overnight,EQP-0381,790,Room and Pillar
EXT-005537,SIT-0001,Coal,High,2025-06-24,Daytime,EQP-0349,66,Longwall
EXT-016242,SIT-0001,Silver,Low,2025-09-12,Evening,EQP-0399,121,Borehole Mining
EXT-006620,SIT-0002,Iron,High,2025-12-24,Evening,EQP-1000,151,Longwall
EXT-016488,SIT-0001,Coal,High,2025-02-20,Overnight,EQP-0202,429,Block Caving
EXT-001885,SIT-0002,Coal,High,2025-05-27,Overnight,EQP-0773,323,Open-pit
EXT-007718,SIT-0002,Gold,Medium,2025-09-21,Daytime,EQP-0672,207,Open-pit
EXT-011424,SIT-0001,Coal,Medium,2025-12-30,Overnight,EQP-0260,661,Underground
EXT-019498,SIT-0001,Coal,Medium,2025-08-23,Daytime,EQP-0285,695,Borehole Mining
EXT-017952,SIT-0002,Iron,Medium,2025-11-09,Evening,EQP-0999,231,Drift and Fill
EXT-000018,SIT-0002,Iron,Medium,2025-02-25,Evening,EQP-0282,211,Block Caving
EXT-008385,SIT-0003,Iron,Medium,2025-09-09,Overnight,EQP-0695,428,Sublevel Stoping
EXT-004544,SIT-0001,Coal,Low,2025-01-10,Evening,EQP-0782,461,Room and Pillar
EXT-002784,SIT-0004,Coal,Low,2025-10-12,Overnight,EQP-0984,355,Top Slicing
EXT-008754,SIT-0003,Copper,Low,2025-11-20,Evening,EQP-0361,287,Block Caving
EXT-009787,SIT-0001,Coal,Low,2025-11-15,Daytime,EQP-0089,319,Block Caving
EXT-006186,SIT-0002,Coal,Medium,2025-10-14,Overnight,EQP-0776,975,Top Slicing
EXT-018321,SIT-0003,Nickel,Medium,2025-11-29,Overnight,EQP-0336,63,Underground
EXT-008381,SIT-0003,Iron,Low,2025-05-21,Daytime,EQP-0923,49,Sublevel Stoping
EXT-001014,SIT-0003,Coal,Medium,2025-01-22,Daytime,EQP-0899,929,Underground
EXT-019307,SIT-0002,Iron,Medium,2025-01-19,Overnight,EQP-0703,308,Drift and Fill
EXT-004995,SIT-0001,Gold,High,2025-06-17,Daytime,EQP-0778,535,Top Slicing
EXT-006632,SIT-0003,Iron,Medium,2025-04-21,Overnight,EQP-0527,575,Open-pit
EXT-001639,SIT-0002,Coal,Medium,2025-09-15,Daytime,EQP-0609,982,Borehole Mining
EXT-013436,SIT-0003,Coal,Medium,2025-08-02,Evening,EQP-0768,303,Top Slicing
EXT-014804,SIT-0001,Copper,Medium,2025-05-18,Evening,EQP-0239,73,Underground
EXT-008574,SIT-0003,Copper,Low,2025-06-11,Evening,EQP-0313,871,Top Slicing
EXT-006982,SIT-0003,Coal,High,2025-09-16,Evening,EQP-0104,79,Underground
EXT-002255,SIT-0002,Iron,Medium,2025-09-19,Daytime,EQP-0757,70,Block Caving
EXT-011143,SIT-0001,Coal,Medium,2025-12-14,Daytime,EQP-0449,801,Longwall
EXT-015422,SIT-0002,Iron,High,2025-01-16,Daytime,EQP-0036,770,Longwall
EXT-019184,SIT-0002,Coal,Medium,2025-07-02,Daytime,EQP-0689,137,Sublevel Stoping
EXT-013058,SIT-0003,Coal,Medium,2025-12-21,Daytime,EQP-0755,747,Open-pit
