EquipmentId,EquipmentType,EquipmentName,Manufacturer,SiteId,Status,FuelType,FirstCommissionedDate,LastMaintenanceDate,NextMaintenanceDate
EQP-0928,Haul Truck,HT928,Scania,SIT-0008,Under Maintenance,Electric,2017-06-28,2017-06-28,2017-12-25
EQP-0545,Bulldozer,BU401,John Deere,SIT-0002,Decommissioned,Electric,2019-12-28,2019-12-28,2020-06-25
EQP-0422,Excavator,EX654,Sandvik,SIT-0007,In Transit,Diesel,2023-07-15,2023-07-15,2024-01-11
EQP-0097,Grader,GR709,Liebherr,SIT-0008,Active,Electric,2022-08-14,2022-08-14,2023-02-10
EQP-0620,Conveyor,CO775,kenworth,SIT-0009,Active,Hybrid,2024-01-04,2024-07-02,2024-12-29
EQP-0201,Light Vehicle,LV020,Sandvik,SIT-0006,Active,Diesel,2022-05-29,2022-11-25,2023-05-24
EQP-0997,Excavator,EX442,kenworth,SIT-0002,Decommissioned,Hybrid,2017-07-12,2017-07-12,2018-01-08
EQP-0441,Forklift,FO933,Atlas Copco,SIT-0003,Under Maintenance,Hybrid,2017-01-28,2017-01-28,2017-07-27
EQP-0974,Haul Truck,HT865,Atlas Copco,SIT-0001,Active,Diesel,2015-02-23,2015-08-22,2016-02-18
EQP-0234,Drill Rig,DR147,Liebherr,SIT-0007,Under Maintenance,Electric,2015-09-24,2015-09-24,2016-03-22
EQP-0702,Crusher,CR959,Scania,SIT-0003,In Transit,Hybrid,2022-08-23,2022-08-23,2023-02-19
EQP-0556,Crusher,CR770,Scania,SIT-0002,Decommissioned,Hybrid,2020-10-30,2020-10-30,2021-04-28
EQP-0631,Forklift,FO790,Liebherr,SIT-0004,In Transit,Hybrid,2019-07-30,2020-01-26,2020-07-24
EQP-0496,Grader,GR308,Atlas Copco,SIT-0008,In Transit,Diesel,2015-09-06,2015-09-06,2016-03-04
EQP-0824,Haul Truck,HT175,Sandvik,SIT-0004,Decommissioned,Hybrid,2018-07-23,2019-01-19,2019-07-18
EQP-0396,Light Vehicle,LV462,Hitachi,SIT-0005,Under Maintenance,Electric,2018-07-07,2019-01-03,2019-07-02
EQP-0732,Conveyor,CO899,kenworth,SIT-0010,Under Maintenance,Diesel,2024-05-18,2024-05-18,2024-11-14
EQP-0495,Conveyor,CO507,kenworth,SIT-0008,In Transit,Hybrid,2018-10-05,2018-10-05,2019-04-03
EQP-0397,Wheel Loader,WL501,Hyundai,SIT-0001,Active,Diesel,2019-08-17,2019-08-17,2020-02-13
EQP-0293,Light Vehicle,LV927,Caterpillar,SIT-0006,In Transit,Diesel,2019-05-01,2019-05-01,2019-10-28
EQP-0111,Drill Rig,DR100,kenworth,SIT-0005,In Transit,Electric,2023-01-30,2023-01-30,2023-07-29
EQP-0526,Excavator,EX538,Hitachi,SIT-0008,In Transit,Electric,2022-11-25,2022-11-25,2023-05-24
EQP-0838,Crusher,CR165,Hitachi,SIT-0009,In Transit,Diesel,2017-10-24,2017-10-24,2018-04-22
EQP-0678,Excavator,EX613,kenworth,SIT-0008,In Transit,Electric,2019-03-28,2019-03-28,2019-09-24
EQP-0716,Excavator,EX972,Komatsu,SIT-0006,Active,Diesel,2021-05-20,2021-11-16,2022-05-15
EQP-0780,Light Vehicle,LV855,Sandvik,SIT-0008,Active,Hybrid,2018-07-29,2019-01-25,2019-07-24
EQP-0801,Water Cart,WC007,Atlas Copco,SIT-0007,Active,Hybrid,2018-07-03,2018-12-30,2019-06-28
EQP-0157,Mobile Crane,MC258,Caterpillar,SIT-0002,Active,Hybrid,2022-06-08,2022-12-05,2023-06-03
EQP-0059,Excavator,EX833,Hyundai,SIT-0006,In Transit,Hybrid,2022-12-26,2022-12-26,2023-06-24
EQP-0075,Dump Truck,DT024,Liebherr,SIT-0008,Active,Electric,2019-05-28,2019-05-28,2019-11-24
EQP-0417,Crusher,CR178,kenworth,SIT-0010,Decommissioned,Hybrid,2024-01-07,2024-07-05,2025-01-01
EQP-0290,Prime Mover,PM352,John Deere,SIT-0005,In Transit,Electric,2022-04-03,2022-04-03,2022-09-30
EQP-0497,Grader,GR387,Hitachi,SIT-0009,Under Maintenance,Electric,2018-04-21,2018-04-21,2018-10-18
EQP-0452,Mobile Crane,MC313,Caterpillar,SIT-0001,Active,Hybrid,2017-02-09,2017-02-09,2017-08-08
EQP-0991,Bulldozer,BU230,Caterpillar,SIT-0008,Active,Diesel,2022-04-12,2022-10-09,2023-04-07
EQP-0979,Wheel Loader,WL154,Caterpillar,SIT-0006,Decommissioned,Diesel,2019-08-05,2019-08-05,2020-02-01
EQP-0681,Water Cart,WC550,Scania,SIT-0007,In Transit,Electric,2019-11-01,2019-11-01,2020-04-29
EQP-0051,Crusher,CR989,kenworth,SIT-0007,Decommissioned,Electric,2018-01-02,2018-07-01,2018-12-28
EQP-0944,Drill Rig,DR881,Liebherr,SIT-0002,Active,Diesel,2017-01-22,2017-01-22,2017-07-21
EQP-0523,Haul Truck,HT720,Scania,SIT-0006,In Transit,Hybrid,2020-04-28,2020-04-28,2020-10-25
EQP-0686,Water Cart,WC792,Hyundai,SIT-0004,In Transit,Hybrid,2019-08-15,2019-08-15,2020-02-11
EQP-0687,Haul Truck,HT318,Sandvik,SIT-0009,Active,Electric,2019-08-18,2020-02-14,2020-08-12
EQP-0846,Water Cart,WC100,Hitachi,SIT-0009,Under Maintenance,Diesel,2018-07-02,2018-07-02,2018-12-29
EQP-0613,Conveyor,CO041,kenworth,SIT-0008,Active,Diesel,2015-09-08,2015-09-08,2016-03-06
EQP-0537,Forklift,FO778,Atlas Copco,SIT-0007,Decommissioned,Electric,2015-08-05,2015-08-05,2016-02-01
EQP-0255,Haul Truck,HT922,Liebherr,SIT-0010,Decommissioned,Diesel,2021-11-07,2021-11-07,2022-05-06
EQP-0167,Grader,GR831,John Deere,SIT-0004,Under Maintenance,Electric,2019-04-20,2019-10-17,2020-04-14
EQP-0130,Excavator,EX333,Hyundai,SIT-0005,Decommissioned,Hybrid,2016-03-16,2016-03-16,2016-09-12
EQP-0759,Excavator,EX738,Scania,SIT-0003,Decommissioned,Diesel,2015-12-09,2016-06-06,2016-12-03
EQP-0984,Light Vehicle,LV206,Caterpillar,SIT-0006,In Transit,Electric,2015-09-26,2015-09-26,2016-03-24
EQP-0591,Bulldozer,BU703,Caterpillar,SIT-0005,In Transit,Hybrid,2019-04-13,2019-04-13,2019-10-10
EQP-0903,Water Cart,WC183,Komatsu,SIT-0001,In Transit,Hybrid,2024-06-22,2024-06-22,2024-12-19
EQP-0668,Excavator,EX832,Liebherr,SIT-0005,Decommissioned,Diesel,2022-03-28,2022-03-28,2022-09-24
EQP-0285,Drill Rig,DR158,Sandvik,SIT-0005,Decommissioned,Diesel,2024-05-29,2024-05-29,2024-11-25
EQP-0177,Forklift,FO146,kenworth,SIT-0006,Decommissioned,Electric,2018-07-11,2019-01-07,2019-07-06
EQP-0179,Dump Truck,DT447,Caterpillar,SIT-0006,Active,Diesel,2024-06-05,2024-12-02,2025-05-31
EQP-0864,Water Cart,WC981,Caterpillar,SIT-0009,Active,Hybrid,2017-06-24,2017-12-21,2018-06-19
EQP-0006,Crusher,CR769,Hyundai,SIT-0001,Active,Electric,2018-07-30,2018-07-30,2019-01-26
EQP-0559,Prime Mover,PM317,Atlas Copco,SIT-0007,In Transit,Electric,2018-07-07,2019-01-03,2019-07-02
EQP-0188,Water Cart,WC552,Liebherr,SIT-0001,Decommissioned,Electric,2021-03-05,2021-03-05,2021-09-01
EQP-0279,Forklift,FO417,Hyundai,SIT-0010,In Transit,Electric,2020-11-15,2020-11-15,2021-05-14
EQP-0768,Prime Mover,PM307,John Deere,SIT-0004,Active,Electric,2022-10-29,2022-10-29,2023-04-27
EQP-0107,Mobile Crane,MC054,Scania,SIT-0009,Under Maintenance,Electric,2021-03-14,2021-09-10,2022-03-09
EQP-0743,Mobile Crane,MC679,John Deere,SIT-0001,In Transit,Hybrid,2024-05-01,2024-05-01,2024-10-28
EQP-0105,Dump Truck,DT960,Atlas Copco,SIT-0007,Active,Electric,2017-11-10,2017-11-10,2018-05-09
EQP-0335,Drill Rig,DR425,Komatsu,SIT-0004,In Transit,Electric,2019-06-25,2019-12-22,2020-06-19
EQP-0948,Drill Rig,DR090,Hyundai,SIT-0003,Active,Diesel,2019-06-11,2019-12-08,2020-06-05
EQP-0606,Wheel Loader,WL463,John Deere,SIT-0007,Decommissioned,Diesel,2020-03-25,2020-09-21,2021-03-20
EQP-0874,Water Cart,WC852,Hitachi,SIT-0005,Active,Diesel,2018-12-21,2018-12-21,2019-06-19
EQP-0756,Dump Truck,DT029,Scania,SIT-0005,Under Maintenance,Hybrid,2024-04-14,2024-04-14,2024-10-11
EQP-0749,Mobile Crane,MC271,Komatsu,SIT-0007,Active,Diesel,2016-11-16,2017-05-15,2017-11-11
EQP-0375,Bulldozer,BU772,John Deere,SIT-0003,Active,Diesel,2019-06-04,2019-06-04,2019-12-01
EQP-0593,Grader,GR190,Scania,SIT-0005,Decommissioned,Hybrid,2020-11-18,2020-11-18,2021-05-17
EQP-0233,Mobile Crane,MC207,Komatsu,SIT-0009,Under Maintenance,Hybrid,2015-11-22,2015-11-22,2016-05-20
EQP-0379,Light Vehicle,LV783,Hyundai,SIT-0008,Under Maintenance,Diesel,2017-10-31,2017-10-31,2018-04-29
EQP-0418,Conveyor,CO178,John Deere,SIT-0005,Under Maintenance,Electric,2019-06-04,2019-12-01,2020-05-29
EQP-0089,Drill Rig,DR794,kenworth,SIT-0009,Decommissioned,Diesel,2019-09-13,2019-09-13,2020-03-11
EQP-0182,Excavator,EX925,Scania,SIT-0007,Decommissioned,Diesel,2020-10-31,2020-10-31,2021-04-29
EQP-0578,Dump Truck,DT040,Scania,SIT-0008,Active,Hybrid,2023-12-06,2023-12-06,2024-06-03
EQP-0608,Dump Truck,DT117,Caterpillar,SIT-0008,In Transit,Electric,2023-02-25,2023-02-25,2023-08-24
EQP-0394,Haul Truck,HT409,Caterpillar,SIT-0007,Decommissioned,Diesel,2022-08-30,2023-02-26,2023-08-25
EQP-0443,Haul Truck,HT180,Hitachi,SIT-0005,In Transit,Electric,2021-02-28,2021-08-27,2022-02-23
EQP-0705,Wheel Loader,WL337,John Deere,SIT-0006,Active,Electric,2017-11-08,2018-05-07,2018-11-03
EQP-0093,Haul Truck,HT864,Komatsu,SIT-0002,Under Maintenance,Hybrid,2016-02-14,2016-02-14,2016-08-12
EQP-0706,Mobile Crane,MC870,Sandvik,SIT-0006,Under Maintenance,Electric,2021-08-02,2021-08-02,2022-01-29
EQP-0727,Conveyor,CO528,Liebherr,SIT-0007,Under Maintenance,Diesel,2015-10-19,2016-04-16,2016-10-13
EQP-0300,Excavator,EX737,kenworth,SIT-0005,In Transit,Electric,2020-05-16,2020-05-16,2020-11-12
EQP-0468,Drill Rig,DR840,Sandvik,SIT-0010,Decommissioned,Hybrid,2019-11-21,2020-05-19,2020-11-15
EQP-0956,Crusher,CR229,kenworth,SIT-0006,Decommissioned,Hybrid,2017-11-22,2017-11-22,2018-05-21
EQP-0807,Conveyor,CO552,Scania,SIT-0002,Active,Diesel,2017-04-03,2017-04-03,2017-09-30
EQP-0599,Prime Mover,PM484,Scania,SIT-0007,Active,Electric,2022-07-19,2023-01-15,2023-07-14
EQP-0473,Light Vehicle,LV068,Hyundai,SIT-0004,Decommissioned,Diesel,2017-09-22,2017-09-22,2018-03-21
EQP-0386,Light Vehicle,LV868,Hyundai,SIT-0004,In Transit,Diesel,2024-01-15,2024-01-15,2024-07-13
EQP-0354,Haul Truck,HT222,Liebherr,SIT-0009,In Transit,Electric,2024-02-21,2024-08-19,2025-02-15
EQP-0332,Dump Truck,DT349,Liebherr,SIT-0006,In Transit,Diesel,2016-02-15,2016-08-13,2017-02-09
EQP-0576,Conveyor,CO243,Liebherr,SIT-0009,Under Maintenance,Hybrid,2018-11-10,2018-11-10,2019-05-09
EQP-0027,Conveyor,CO341,Komatsu,SIT-0009,Active,Electric,2015-12-16,2015-12-16,2016-06-13
EQP-0949,Forklift,FO825,Hyundai,SIT-0007,Under Maintenance,Diesel,2016-10-03,2016-10-03,2017-04-01
EQP-0883,Grader,GR927,Hyundai,SIT-0010,In Transit,Hybrid,2017-10-17,2017-10-17,2018-04-15
EQP-0079,Drill Rig,DR102,Hyundai,SIT-0009,In Transit,Electric,2021-08-27,2022-02-23,2022-08-22
EQP-0281,Grader,GR307,Scania,SIT-0005,Active,Electric,2023-12-14,2023-12-14,2024-06-11
EQP-0564,Forklift,FO477,Liebherr,SIT-0009,Decommissioned,Electric,2021-05-08,2021-05-08,2021-11-04
EQP-0788,Forklift,FO773,Liebherr,SIT-0004,Decommissioned,Hybrid,2019-04-27,2019-10-24,2020-04-21
EQP-0555,Wheel Loader,WL072,Sandvik,SIT-0008,Active,Electric,2018-04-11,2018-10-08,2019-04-06
EQP-0206,Drill Rig,DR130,Caterpillar,SIT-0008,Decommissioned,Diesel,2016-07-08,2016-07-08,2017-01-04
EQP-0058,Excavator,EX655,kenworth,SIT-0009,In Transit,Electric,2020-11-29,2021-05-28,2021-11-24
EQP-0747,Excavator,EX739,Hyundai,SIT-0002,In Transit,Diesel,2017-02-20,2017-02-20,2017-08-19
EQP-0364,Prime Mover,PM220,Sandvik,SIT-0010,Under Maintenance,Hybrid,2024-04-03,2024-04-03,2024-09-30
EQP-0751,Water Cart,WC698,Sandvik,SIT-0004,In Transit,Diesel,2021-10-28,2022-04-26,2022-10-23
EQP-0061,Bulldozer,BU135,Komatsu,SIT-0003,Active,Hybrid,2022-02-28,2022-08-27,2023-02-23
EQP-0520,Wheel Loader,WL380,Atlas Copco,SIT-0001,Under Maintenance,Diesel,2019-09-15,2019-09-15,2020-03-13
EQP-0849,Drill Rig,DR558,kenworth,SIT-0009,Active,Hybrid,2022-01-07,2022-01-07,2022-07-06
EQP-0243,Haul Truck,HT554,John Deere,SIT-0006,Active,Hybrid,2019-08-23,2019-08-23,2020-02-19
EQP-0917,Grader,GR147,Hyundai,SIT-0007,In Transit,Hybrid,2017-02-16,2017-02-16,2017-08-15
EQP-0513,Forklift,FO162,Liebherr,SIT-0002,Active,Hybrid,2024-05-05,2024-05-05,2024-11-01
EQP-0439,Forklift,FO700,Caterpillar,SIT-0004,Under Maintenance,Diesel,2023-08-08,2023-08-08,2024-02-04
EQP-0012,Grader,GR845,Scania,SIT-0008,Under Maintenance,Diesel,2018-06-24,2018-06-24,2018-12-21
EQP-0338,Drill Rig,DR303,Hyundai,SIT-0006,Active,Diesel,2022-04-20,2022-10-17,2023-04-15
EQP-0444,Haul Truck,HT961,Hyundai,SIT-0009,Active,Electric,2015-04-25,2015-04-25,2015-10-22
EQP-0843,Water Cart,WC849,John Deere,SIT-0002,In Transit,Diesel,2019-01-26,2019-07-25,2020-01-21
EQP-0645,Light Vehicle,LV996,Liebherr,SIT-0001,In Transit,Electric,2015-08-12,2016-02-08,2016-08-06
EQP-0878,Forklift,FO380,John Deere,SIT-0004,In Transit,Hybrid,2015-10-16,2015-10-16,2016-04-13
EQP-0733,Light Vehicle,LV107,Scania,SIT-0002,Decommissioned,Diesel,2020-09-09,2021-03-08,2021-09-04
EQP-0365,Water Cart,WC650,Hitachi,SIT-0008,In Transit,Diesel,2015-01-28,2015-01-28,2015-07-27
EQP-0212,Haul Truck,HT094,Atlas Copco,SIT-0005,Active,Diesel,2017-02-15,2017-02-15,2017-08-14
EQP-0215,Mobile Crane,MC917,Caterpillar,SIT-0004,Active,Diesel,2018-08-01,2019-01-28,2019-07-27
EQP-0975,Grader,GR006,Komatsu,SIT-0004,In Transit,Electric,2022-05-05,2022-05-05,2022-11-01
EQP-0141,Drill Rig,DR776,Liebherr,SIT-0001,Under Maintenance,Electric,2020-09-19,2021-03-18,2021-09-14
EQP-0610,Light Vehicle,LV578,Hitachi,SIT-0008,Active,Electric,2021-05-23,2021-11-19,2022-05-18
EQP-0784,Conveyor,CO747,Hitachi,SIT-0008,Under Maintenance,Electric,2017-08-24,2018-02-20,2018-08-19
EQP-0305,Light Vehicle,LV098,Komatsu,SIT-0007,In Transit,Hybrid,2017-08-28,2017-08-28,2018-02-24
EQP-0707,Conveyor,CO168,John Deere,SIT-0009,In Transit,Diesel,2017-07-15,2018-01-11,2018-07-10
EQP-0109,Forklift,FO623,Sandvik,SIT-0002,Under Maintenance,Electric,2020-04-05,2020-04-05,2020-10-02
EQP-0512,Forklift,FO605,Hitachi,SIT-0004,Decommissioned,Diesel,2020-07-30,2020-07-30,2021-01-26
EQP-0746,Conveyor,CO874,Liebherr,SIT-0010,Under Maintenance,Electric,2020-03-04,2020-03-04,2020-08-31
EQP-0091,Haul Truck,HT311,Hitachi,SIT-0010,In Transit,Hybrid,2015-02-26,2015-08-25,2016-02-21
EQP-0022,Water Cart,WC101,Hyundai,SIT-0001,Decommissioned,Diesel,2023-06-05,2023-06-05,2023-12-02
EQP-0264,Excavator,EX044,Komatsu,SIT-0009,Under Maintenance,Hybrid,2019-07-28,2020-01-24,2020-07-22
EQP-0114,Water Cart,WC622,Atlas Copco,SIT-0006,Decommissioned,Diesel,2018-06-22,2018-06-22,2018-12-19
EQP-0672,Light Vehicle,LV195,Liebherr,SIT-0008,Under Maintenance,Hybrid,2018-12-10,2018-12-10,2019-06-08
EQP-0095,Grader,GR022,Hyundai,SIT-0002,In Transit,Diesel,2015-04-24,2015-10-21,2016-04-18
EQP-0474,Dump Truck,DT200,Sandvik,SIT-0004,In Transit,Diesel,2020-09-15,2020-09-15,2021-03-14
EQP-0699,Haul Truck,HT933,John Deere,SIT-0003,Active,Diesel,2023-12-11,2023-12-11,2024-06-08
EQP-0647,Excavator,EX356,John Deere,SIT-0006,In Transit,Electric,2016-10-14,2017-04-12,2017-10-09
EQP-0740,Crusher,CR458,John Deere,SIT-0010,In Transit,Hybrid,2016-04-18,2016-04-18,2016-10-15
EQP-0451,Grader,GR182,Scania,SIT-0003,Active,Electric,2018-07-12,2018-07-12,2019-01-08
EQP-0827,Bulldozer,BU856,Caterpillar,SIT-0009,Under Maintenance,Hybrid,2018-05-19,2018-11-15,2019-05-14
EQP-0403,Water Cart,WC440,Scania,SIT-0006,Under Maintenance,Electric,2016-01-14,2016-07-12,2017-01-08
EQP-0438,Water Cart,WC067,Atlas Copco,SIT-0002,In Transit,Hybrid,2021-03-27,2021-09-23,2022-03-22
EQP-0661,Crusher,CR162,Hitachi,SIT-0007,In Transit,Electric,2020-06-10,2020-12-07,2021-06-05
EQP-0053,Dump Truck,DT878,John Deere,SIT-0006,Decommissioned,Hybrid,2016-12-01,2017-05-30,2017-11-26
EQP-0304,Crusher,CR949,Liebherr,SIT-0007,Decommissioned,Diesel,2016-09-16,2016-09-16,2017-03-15
EQP-0369,Excavator,EX608,Scania,SIT-0003,Under Maintenance,Diesel,2018-07-07,2018-07-07,2019-01-03
EQP-0934,Drill Rig,DR870,kenworth,SIT-0003,Active,Hybrid,2020-08-30,2020-08-30,2021-02-26
EQP-0862,Light Vehicle,LV134,kenworth,SIT-0009,Active,Diesel,2016-05-04,2016-10-31,2017-04-29
EQP-0218,Excavator,EX248,John Deere,SIT-0002,Under Maintenance,Electric,2016-04-01,2016-04-01,2016-09-28
EQP-0799,Drill Rig,DR037,Komatsu,SIT-0005,Under Maintenance,Diesel,2022-12-15,2022-12-15,2023-06-13
EQP-1000,Bulldozer,BU948,Liebherr,SIT-0008,Under Maintenance,Hybrid,2023-12-09,2023-12-09,2024-06-06
EQP-0284,Wheel Loader,WL102,Scania,SIT-0004,Under Maintenance,Diesel,2017-10-06,2017-10-06,2018-04-04
EQP-0978,Water Cart,WC413,Scania,SIT-0006,Decommissioned,Diesel,2017-01-20,2017-01-20,2017-07-19
EQP-0391,Crusher,CR348,Hyundai,SIT-0009,In Transit,Diesel,2024-07-25,2025-01-21,2025-07-20
EQP-0472,Water Cart,WC776,Liebherr,SIT-0009,Active,Electric,2016-01-11,2016-01-11,2016-07-09
EQP-0115,Bulldozer,BU362,kenworth,SIT-0001,Under Maintenance,Diesel,2021-09-26,2021-09-26,2022-03-25
EQP-0635,Haul Truck,HT391,Hitachi,SIT-0010,Decommissioned,Hybrid,2016-12-09,2016-12-09,2017-06-07
EQP-0919,Haul Truck,HT596,Scania,SIT-0008,Active,Electric,2023-09-14,2023-09-14,2024-03-12
EQP-0639,Crusher,CR765,Hitachi,SIT-0001,In Transit,Diesel,2016-08-03,2016-08-03,2017-01-30
EQP-0373,Excavator,EX629,Scania,SIT-0001,Active,Hybrid,2021-05-02,2021-10-29,2022-04-27
EQP-0045,Crusher,CR963,Atlas Copco,SIT-0009,Decommissioned,Electric,2024-01-28,2024-01-28,2024-07-26
EQP-0958,Crusher,CR287,Scania,SIT-0008,Decommissioned,Diesel,2017-09-18,2017-09-18,2018-03-17
EQP-0117,Mobile Crane,MC800,Komatsu,SIT-0005,Active,Hybrid,2019-10-19,2020-04-16,2020-10-13
EQP-0088,Dump Truck,DT066,Caterpillar,SIT-0009,In Transit,Electric,2019-02-19,2019-02-19,2019-08-18
EQP-0654,Drill Rig,DR206,Atlas Copco,SIT-0008,Decommissioned,Hybrid,2017-05-29,2017-11-25,2018-05-24
EQP-0330,Wheel Loader,WL997,Hyundai,SIT-0007,Decommissioned,Electric,2017-10-07,2018-04-05,2018-10-02
EQP-0851,Light Vehicle,LV146,Scania,SIT-0010,In Transit,Electric,2022-10-21,2022-10-21,2023-04-19
EQP-0271,Prime Mover,PM716,Hyundai,SIT-0007,Active,Hybrid,2023-05-08,2023-05-08,2023-11-04
EQP-0353,Grader,GR644,Caterpillar,SIT-0008,Active,Hybrid,2016-10-17,2016-10-17,2017-04-15
EQP-0124,Bulldozer,BU174,Atlas Copco,SIT-0004,In Transit,Hybrid,2020-06-11,2020-06-11,2020-12-08
EQP-0274,Water Cart,WC170,Komatsu,SIT-0005,Decommissioned,Diesel,2022-10-09,2023-04-07,2023-10-04
EQP-0423,Conveyor,CO652,Sandvik,SIT-0009,In Transit,Electric,2023-03-15,2023-03-15,2023-09-11
EQP-0629,Wheel Loader,WL280,kenworth,SIT-0009,Active,Hybrid,2024-05-11,2024-05-11,2024-11-07
EQP-0856,Wheel Loader,WL856,Caterpillar,SIT-0008,In Transit,Hybrid,2015-04-09,2015-04-09,2015-10-06
EQP-0399,Grader,GR863,Sandvik,SIT-0001,In Transit,Electric,2020-08-23,2020-08-23,2021-02-19
EQP-0669,Light Vehicle,LV072,John Deere,SIT-0003,Decommissioned,Electric,2017-12-23,2018-06-21,2018-12-18
EQP-0056,Prime Mover,PM679,kenworth,SIT-0002,Under Maintenance,Diesel,2019-10-30,2020-04-27,2020-10-24
EQP-0996,Haul Truck,HT932,Atlas Copco,SIT-0009,Active,Hybrid,2021-05-02,2021-05-02,2021-10-29
EQP-0030,Forklift,FO233,Hyundai,SIT-0009,In Transit,Diesel,2017-03-19,2017-03-19,2017-09-15
EQP-0357,Wheel Loader,WL036,Caterpillar,SIT-0002,Decommissioned,Hybrid,2019-05-17,2019-05-17,2019-11-13
EQP-0140,Grader,GR946,Hyundai,SIT-0006,Under Maintenance,Diesel,2015-02-13,2015-02-13,2015-08-12
EQP-0805,Drill Rig,DR213,Komatsu,SIT-0002,Under Maintenance,Electric,2017-10-31,2017-10-31,2018-04-29
EQP-0485,Water Cart,WC049,Liebherr,SIT-0007,Under Maintenance,Diesel,2022-02-27,2022-02-27,2022-08-26
EQP-0176,Conveyor,CO470,Komatsu,SIT-0005,Active,Diesel,2021-03-14,2021-09-10,2022-03-09
EQP-0480,Haul Truck,HT630,Hyundai,SIT-0007,Active,Diesel,2018-10-17,2019-04-15,2019-10-12
EQP-0886,Water Cart,WC383,Caterpillar,SIT-0007,Decommissioned,Hybrid,2019-05-24,2019-11-20,2020-05-18
EQP-0744,Prime Mover,PM188,kenworth,SIT-0002,Active,Hybrid,2019-12-19,2020-06-16,2020-12-13
EQP-0731,Light Vehicle,LV866,Scania,SIT-0008,Decommissioned,Diesel,2015-01-29,2015-01-29,2015-07-28
EQP-0770,Conveyor,CO550,Liebherr,SIT-0009,Active,Hybrid,2016-09-18,2016-09-18,2017-03-17
EQP-0946,Bulldozer,BU804,Caterpillar,SIT-0008,Under Maintenance,Electric,2017-04-14,2017-04-14,2017-10-11
EQP-0816,Water Cart,WC549,Sandvik,SIT-0008,In Transit,Diesel,2015-04-09,2015-10-06,2016-04-03
EQP-0070,Water Cart,WC514,Hitachi,SIT-0001,Active,Hybrid,2017-01-25,2017-01-25,2017-07-24
EQP-0624,Wheel Loader,WL993,Caterpillar,SIT-0004,Under Maintenance,Hybrid,2016-03-22,2016-09-18,2017-03-17
EQP-0514,Haul Truck,HT740,Scania,SIT-0003,Active,Hybrid,2022-10-27,2022-10-27,2023-04-25
EQP-0331,Forklift,FO435,Atlas Copco,SIT-0002,Active,Hybrid,2016-02-27,2016-02-27,2016-08-25
EQP-0986,Conveyor,CO740,Atlas Copco,SIT-0005,Under Maintenance,Hybrid,2017-04-21,2017-10-18,2018-04-16
EQP-0931,Light Vehicle,LV651,kenworth,SIT-0005,Decommissioned,Diesel,2022-01-26,2022-01-26,2022-07-25
EQP-0322,Water Cart,WC828,Sandvik,SIT-0008,In Transit,Diesel,2021-01-23,2021-07-22,2022-01-18
EQP-0539,Prime Mover,PM152,Hyundai,SIT-0005,In Transit,Hybrid,2016-05-17,2016-05-17,2016-11-13
EQP-0169,Mobile Crane,MC818,Atlas Copco,SIT-0005,Under Maintenance,Electric,2023-12-17,2023-12-17,2024-06-14
EQP-0782,Dump Truck,DT527,Caterpillar,SIT-0006,In Transit,Electric,2023-02-11,2023-08-10,2024-02-06
EQP-0596,Dump Truck,DT189,Atlas Copco,SIT-0006,Decommissioned,Electric,2017-09-18,2018-03-17,2018-09-13
EQP-0340,Light Vehicle,LV341,Scania,SIT-0007,Active,Diesel,2016-09-29,2017-03-28,2017-09-24
EQP-0563,Dump Truck,DT955,Sandvik,SIT-0007,Under Maintenance,Hybrid,2023-12-26,2023-12-26,2024-06-23
EQP-0540,Dump Truck,DT953,Atlas Copco,SIT-0002,Decommissioned,Electric,2019-07-16,2019-07-16,2020-01-12
EQP-0046,Haul Truck,HT257,Komatsu,SIT-0002,Under Maintenance,Diesel,2015-07-15,2015-07-15,2016-01-11
EQP-0302,Mobile Crane,MC740,Komatsu,SIT-0009,In Transit,Electric,2015-10-10,2015-10-10,2016-04-07
EQP-0567,Grader,GR673,Liebherr,SIT-0002,Decommissioned,Diesel,2019-02-04,2019-08-03,2020-01-30
EQP-0763,Water Cart,WC289,Scania,SIT-0003,In Transit,Hybrid,2024-06-08,2024-06-08,2024-12-05
EQP-0988,Water Cart,WC663,Atlas Copco,SIT-0007,Decommissioned,Electric,2017-05-02,2017-10-29,2018-04-27
EQP-0026,Dump Truck,DT095,Komatsu,SIT-0002,Active,Diesel,2020-02-07,2020-02-07,2020-08-05
EQP-0145,Bulldozer,BU530,Caterpillar,SIT-0005,Active,Diesel,2015-09-06,2015-09-06,2016-03-04
EQP-0568,Conveyor,CO620,Komatsu,SIT-0008,Active,Hybrid,2016-07-07,2016-07-07,2017-01-03
EQP-0478,Grader,GR905,Komatsu,SIT-0010,In Transit,Electric,2015-11-20,2015-11-20,2016-05-18
EQP-0600,Haul Truck,HT381,Scania,SIT-0008,Decommissioned,Electric,2024-01-15,2024-01-15,2024-07-13
EQP-0945,Grader,GR605,Hyundai,SIT-0010,Active,Hybrid,2022-09-01,2022-09-01,2023-02-28
EQP-0754,Haul Truck,HT982,Sandvik,SIT-0001,Decommissioned,Diesel,2017-03-06,2017-09-02,2018-03-01
EQP-0202,Prime Mover,PM617,John Deere,SIT-0006,Active,Hybrid,2018-12-07,2018-12-07,2019-06-05
